	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_2613546	1246.345	0	1423.896	0	1066.114	0	1226.367	0	2678.306	0	2937.522	0	4057.391	0	2765.689	0	
ILMN_1213296	255.2813	0	249.635	0	281.8745	0	270.4131	0	434.7011	0	725.9664	0	1137.445	0	559.6917	0	
ILMN_2731454	230.8893	0	150.0757	0	204.1873	0	174.3161	0	614.7864	0	590.0385	0	803.7066	0	609.9076	0	
ILMN_2731113	78.95136	0.02005013	72.82124	0.03634085	75.7495	0.03383459	74.27432	0.02255639	95.39095	0.1027569	108.9678	0.09022556	131.1749	0.2769423	145.6295	0.2807018	
ILMN_2677954	45.05124	0.6090226	43.90301	0.6077694	46.44543	0.7857143	42.17189	0.906015	45.09823	0.9937344	55.64035	0.8370928	56.79451	0.9749373	87.44245	0.9448621	
ILMN_1217013	44.52303	0.6378446	42.07121	0.7481203	52.93995	0.3972431	49.4506	0.3709273	43.05402	0.9987469	59.36347	0.6616541	54.20574	0.9874687	96.41468	0.8546366	
ILMN_2769308	55.89576	0.1741855	49.17507	0.2994987	52.18213	0.4323308	48.87027	0.4072682	65.06937	0.3696742	70.13061	0.3558897	103.9834	0.377193	167.8096	0.1578947	
ILMN_1219609	42.87793	0.7681704	43.64753	0.6203008	48.51405	0.6629072	45.64836	0.6917293	71.4911	0.2857143	73.12147	0.3245614	150.9151	0.2105263	169.0057	0.1516291	
ILMN_3160260	63.91841	0.07393484	65.2663	0.0651629	75.32973	0.03634085	72.02139	0.03132832	106.8147	0.06140351	129.2355	0.04761905	166.5394	0.1754386	170.5468	0.1478697	
ILMN_2728538	482.1844	0	403.6465	0	389.6076	0	412.174	0	611.5629	0	830.0272	0	1211.883	0	899.259	0	
ILMN_2728539	506.7312	0	441.5248	0	466.3036	0	424.9488	0	634.5297	0	835.861	0	1206.243	0	994.6905	0	
ILMN_2927225	473.0397	0	378.0266	0	346.3277	0	358.8701	0	594.9534	0	840.9775	0	1099.786	0	884.5317	0	
ILMN_2873522	55.59622	0.179198	54.79839	0.1704261	54.23819	0.3370927	64.11003	0.07894737	61.9678	0.4448622	64.31429	0.4874687	64.63354	0.8659148	96.67031	0.8508772	
ILMN_2662763	48.85876	0.3671679	43.99552	0.6002506	57.63839	0.2380952	53.49257	0.226817	65.79129	0.3521303	60.47555	0.6265664	84.09062	0.5501253	104.907	0.7318296	
ILMN_2611996	44.57447	0.6328321	39.90258	0.8884712	50.51571	0.5288221	52.23544	0.2568922	54.56537	0.7318296	60.93552	0.6090226	77.33327	0.6528822	104.8598	0.735589	
ILMN_2752948	1318.251	0	1028.648	0	920.6669	0	1086.862	0	2436.519	0	2844.165	0	4328.81	0	2863.743	0	
ILMN_2777284	550.4029	0	488.1746	0	364.0612	0	364.5963	0	783.3705	0	854.363	0	1140.199	0	771.2857	0	
ILMN_1236298	54.26799	0.197995	48.22821	0.3483709	61.40947	0.1591479	54.16063	0.2105263	53.2858	0.7844611	61.00065	0.6077694	82.59823	0.5676692	102.6346	0.7694235	
ILMN_1222773	781.1653	0	634.662	0	609.4332	0	598.5512	0	1158.769	0	1687.462	0	1193.698	0	1396.67	0	
ILMN_1252619	200.765	0	177.1492	0	217.6463	0	193.2994	0	768.694	0	840.6618	0	1175.454	0	861.9664	0	
ILMN_2689560	2169.453	0	2020.234	0	1980.871	0	1729.314	0	3619.463	0	3668.302	0	4736.333	0	3431.272	0	
ILMN_1221039	159.2204	0	118.6782	0	124.5374	0	117.7098	0	312.945	0	329.3639	0	467.8222	0	366.2058	0	
ILMN_1224534	1017.994	0	881.4581	0	718.6983	0	747.8975	0	1680.415	0	1802.167	0	2540.706	0	1597.455	0	
ILMN_1242419	531.4238	0	431.2122	0	363.7159	0	392.4234	0	597.9666	0	654.9138	0	836.9453	0	716.0661	0	
ILMN_2805829	872.3201	0	509.7452	0	601.6904	0	502.5644	0	887.1898	0	725.8918	0	934.888	0	744.5468	0	
ILMN_2683326	113.3084	0	86.96526	0.007518797	87.46728	0.01253133	83.98794	0.007518797	105.8388	0.06766918	97.65655	0.160401	157.0569	0.1967418	153.2324	0.2343358	
ILMN_1246799	46.9744	0.4899749	43.35338	0.6378446	48.00597	0.6829574	48.83488	0.4097744	73.12831	0.2719298	66.40073	0.4385965	103.6774	0.3796993	139.1977	0.3320802	
ILMN_2667551	1014.912	0	964.4005	0	810.2314	0	861.888	0	1666.346	0	1822.912	0	2420.513	0	1677.344	0	
ILMN_2877280	272.3302	0	200.4899	0	196.1877	0	194.9139	0	420.0704	0	377.3824	0	521.9941	0	435.2386	0	
ILMN_2685849	122.2956	0	97.31226	0.003759399	95.95544	0.006265664	93.20354	0.002506266	407.161	0	398.9127	0	640.716	0	387.6194	0	
ILMN_2715289	1343.932	0	1098.808	0	1161.139	0	1173.31	0	1728.881	0	1911.969	0	2851.361	0	1843.711	0	
ILMN_2754369	432.1304	0	297.6253	0	293.3247	0	315.3646	0	805.4933	0	623.7935	0	1017.296	0	644.4886	0	
ILMN_2679046	45.30383	0.5827067	45.11076	0.5213032	49.71515	0.5789474	44.13233	0.8032581	80.64436	0.2005012	88.81728	0.2042606	164.5457	0.1804511	133.3516	0.3822055	
ILMN_1239717	42.70175	0.7769424	50.8081	0.2481203	45.96968	0.8107769	49.99568	0.339599	54.72331	0.7243108	88.94084	0.2030075	91.9771	0.4674186	154.5674	0.2330827	
ILMN_2731989	5604.796	0	7125.836	0	4296.106	0	5719.963	0	10432.85	0	11088.65	0	15139.56	0	12239.95	0	
ILMN_2895364	2437.659	0	2721.361	0	2501.085	0	2760.898	0	4925.974	0	5995.562	0	8044.214	0	5827.146	0	
ILMN_2879534	43.36327	0.7318296	40.17138	0.8659148	50.34362	0.5363408	45.65633	0.6917293	62.1689	0.4411027	65.03754	0.4736842	101.9917	0.39599	149.7213	0.2581454	
ILMN_1213855	2868.94	0	3078.501	0	2780.24	0	2854.271	0	4343.903	0	4464.154	0	6039.051	0	4257.586	0	
ILMN_3001452	1525.872	0	1631.716	0	1207.274	0	1309.936	0	2285.298	0	2834.591	0	3835.458	0	2734.32	0	
ILMN_1239857	6335.063	0	6653.489	0	6369.855	0	6594.114	0	10632.14	0	12695.46	0	15369.86	0	11882.34	0	
ILMN_2630211	63.18502	0.08145364	65.02189	0.06641604	68.97077	0.07017544	57.13842	0.1541353	89.43565	0.1491228	95.75296	0.1654135	98.38979	0.4172932	113.3263	0.6303258	
ILMN_2708169	60.38042	0.1077694	66.84464	0.05513784	62.13448	0.1466165	62.11784	0.09273183	90.62695	0.1428571	92.73986	0.1842105	109.8491	0.3483709	143.1686	0.2982456	
ILMN_2638487	60.24128	0.1090226	51.84003	0.2255639	54.85614	0.3145363	48.46274	0.4348371	62.05056	0.4423559	60.73865	0.6203008	79.58936	0.6115288	102.3418	0.7731829	
ILMN_2686435	82.73623	0.01253133	66.21246	0.05889724	68.37752	0.07769424	57.52002	0.1503759	89.22543	0.1491228	67.5873	0.4085213	102.9198	0.3847118	125.37	0.4573935	
ILMN_1253486	50.08136	0.3195489	45.30063	0.5100251	57.05109	0.2531328	48.42955	0.4373434	49.85124	0.9160401	55.97891	0.8245614	60.16712	0.9486216	86.67769	0.9511278	
ILMN_1254886	52.5852	0.235589	60.81631	0.1027569	57.46443	0.245614	55.27838	0.1867168	91.42082	0.1365915	80.41112	0.2606516	143.5993	0.2280702	147.8229	0.2694235	
ILMN_1243290	174.8071	0	148.0191	0	172.1928	0	134.2178	0	251.4833	0	268.551	0	300.7994	0.02380952	277.766	0.003759399	
ILMN_2761966	68.91045	0.04636591	67.28938	0.05388471	79.16182	0.02506266	101.956	0.001253133	215.8803	0	300.0582	0	359.6967	0.005012531	383.071	0	
ILMN_3089834	123.9971	0	109.269	0.001253133	114.3392	0.002506266	107.5827	0	213.7971	0	360.3538	0	490.252	0	372.0136	0	
ILMN_1259450	186.9712	0	118.1283	0	114.5075	0.002506266	101.155	0.001253133	186.1861	0	124.228	0.05639098	197.2752	0.122807	202.1819	0.05388471	
ILMN_3107974	59.4302	0.1253133	62.64636	0.08521304	63.26897	0.1265664	59.93629	0.112782	74.91921	0.2531328	83.02981	0.2406015	96.62778	0.4310777	131.5029	0.3997494	
ILMN_2606429	40.89614	0.8759398	40.18931	0.8659148	44.94127	0.8796992	40.04182	0.9686717	52.52747	0.8145363	54.09618	0.8922306	57.81001	0.9711779	81.6041	0.9736842	
ILMN_1234171	350.2135	0	240.4029	0	246.3867	0	215.4452	0	443.0845	0	427.1258	0	382.6256	0.005012531	377.4648	0	
ILMN_2988572	74.02398	0.03634085	59.73008	0.1165414	60.74182	0.1679198	60.27637	0.1090226	90.97844	0.1403509	91.6695	0.1879699	142.8289	0.2318296	135.6535	0.3621554	
ILMN_2688912	42.2653	0.8082707	41.70247	0.7669173	50.06548	0.5538847	40.40481	0.9611529	53.81487	0.7656642	65.4362	0.462406	75.99969	0.6741855	141.8303	0.3132832	
ILMN_1236044	44.6118	0.6303258	46.00714	0.4761905	50.05414	0.5538847	46.08177	0.6516291	54.88625	0.7180451	61.7671	0.5814536	62.54926	0.9022557	94.12481	0.8822055	
ILMN_2609762	42.3992	0.8007519	39.15016	0.9122807	46.87793	0.7556391	42.19548	0.906015	55.94175	0.6754386	53.22828	0.9260651	64.74757	0.8634085	106.5323	0.7105263	
ILMN_3000236	42.28134	0.8082707	45.90207	0.4799499	50.64971	0.5238096	45.57447	0.6967419	58.6065	0.5614035	62.44189	0.5526316	110.8173	0.3446115	106.9778	0.7042606	
ILMN_2713305	244.3853	0	278.1991	0	235.0514	0	235.1142	0	436.256	0	749.071	0	1139.431	0	800.1838	0	
ILMN_2605656	41.99459	0.8270677	42.97413	0.6704261	52.64539	0.4110276	49.37053	0.3796993	64.41121	0.3834586	71.91735	0.3308271	83.4897	0.556391	111.9887	0.6403509	
ILMN_2746692	39.56617	0.9323308	42.72897	0.6942356	43.48736	0.9310777	42.28335	0.9022557	68.3912	0.3132832	61.84021	0.5802005	81.97448	0.5739349	114.9683	0.6115288	
ILMN_2938668	40.85736	0.8784461	42.85239	0.6754386	43.40308	0.933584	44.59949	0.7681704	65.83729	0.3521303	60.89831	0.6115288	55.03948	0.9837093	101.775	0.7857143	
ILMN_2914938	43.29557	0.735589	41.89228	0.7556391	51.14109	0.5025063	47.34551	0.5313283	64.5826	0.3784461	68.84602	0.3847118	110.6315	0.3458647	153.2871	0.2343358	
ILMN_2896248	53.64148	0.20802	60.05698	0.1152882	71.00684	0.05513784	61.95333	0.09273183	67.13664	0.3345865	82.48866	0.2418546	145.6896	0.2243108	116.6112	0.5864662	
ILMN_2789786	60.89547	0.1052632	55.37045	0.160401	57.27515	0.2506266	62.14174	0.09273183	104.241	0.0689223	115.3118	0.07142857	242.4456	0.06390978	239.8511	0.00877193	
ILMN_2740852	13018.68	0	11151.42	0	10707.74	0	9868.171	0	20394.19	0	18410.55	0	20571.57	0	16551.14	0	
ILMN_2866267	57.75767	0.1441103	58.38658	0.1253133	64.45061	0.1115288	56.84737	0.1578947	75.06338	0.2518797	77.8765	0.2719298	87.48338	0.5075188	109.1475	0.6729323	
ILMN_1236465	50.39389	0.3070175	52.1221	0.2192982	52.5372	0.4122807	51.57605	0.273183	64.94816	0.3721805	58.61778	0.6854637	105.6869	0.3721805	114.3586	0.6165413	
ILMN_2737523	48.43269	0.3972431	44.79351	0.537594	49.59351	0.5902256	44.55138	0.7756892	57.68698	0.5927318	69.54367	0.3709273	80.26495	0.6027569	104.6985	0.7393484	
ILMN_2892006	47.62585	0.4423559	42.98322	0.6679198	57.13982	0.2531328	50.61352	0.3120301	122.441	0.03383459	154.1043	0.01378446	148.3955	0.2205514	171.9787	0.1390978	
ILMN_2902336	69.49509	0.04135338	67.09035	0.05513784	66.48934	0.08521304	63.5621	0.08145364	78.4434	0.2180451	96.55653	0.1616541	169.9513	0.1691729	145.5734	0.2819549	
ILMN_1222970	70.33051	0.03884712	61.40605	0.0952381	62.08639	0.1478697	57.42522	0.1516291	74.02245	0.2619048	90.43075	0.1942356	125.1105	0.2907268	139.9008	0.3245614	
ILMN_2831116	41.6556	0.8521304	42.72653	0.6954888	53.28683	0.3796993	51.22925	0.2807018	79.63166	0.2067669	93.77092	0.1804511	266.7405	0.04010025	137.629	0.3458647	
ILMN_2865912	254.593	0	157.2347	0	224.328	0	170.573	0	327.219	0	223.3294	0	401.1856	0.005012531	242.8235	0.00877193	
ILMN_2708871	59.75681	0.1203008	53.31296	0.1942356	54.23457	0.3370927	48.37907	0.443609	77.43005	0.2318296	97.07391	0.1616541	125.7784	0.2894737	143.4487	0.2932331	
ILMN_2988678	133.1514	0	151.0291	0	167.5	0	159.1103	0	251.9587	0	264.9342	0	448.5987	0	333.598	0.001253133	
ILMN_2730957	76.92574	0.02506266	70.05112	0.04135338	71.19226	0.05513784	71.43733	0.03508772	87.4634	0.1616541	120.5667	0.06015038	130.2955	0.2781955	175.854	0.1265664	
ILMN_2601856	211.6335	0	143.2615	0	143.0541	0	126.5534	0	190.602	0	187.4234	0.006265664	224.6591	0.0802005	210.0804	0.04010025	
ILMN_2935838	185.6653	0	137.2399	0	138.8736	0	120.6148	0	210.1043	0	184.2623	0.007518797	296.9094	0.02380952	203.7587	0.05137845	
ILMN_2950044	60.16656	0.1102757	61.94298	0.0914787	69.09731	0.0651629	61.39843	0.0952381	104.1761	0.0689223	127.464	0.05263158	160.2855	0.1879699	136.2267	0.358396	
ILMN_1221937	74.65446	0.03383459	69.1751	0.04385965	89.17408	0.01002506	78.60979	0.0112782	140.2235	0.01503759	155.0558	0.01378446	191.2405	0.1253133	168.5931	0.1553885	
ILMN_2679421	68.9012	0.04636591	63.48315	0.0764411	57.18492	0.2518797	59.66864	0.1140351	91.62929	0.1328321	84.87886	0.2255639	106.1634	0.3709273	126.8395	0.4385965	
ILMN_1218284	40.74456	0.8822055	46.28131	0.4661654	40.69782	0.981203	44.89797	0.7443609	47.05372	0.9786968	58.65975	0.6854637	65.52975	0.8508772	125.395	0.4573935	
ILMN_3161921	39.00779	0.9411027	31.844	1	39.17757	0.9899749	46.20944	0.6290727	50.09743	0.9072682	53.12213	0.9285714	61.91119	0.9160401	94.22298	0.8822055	
ILMN_2905525	60.95013	0.10401	56.65071	0.1403509	55.39932	0.2994987	60.12065	0.1115288	115.6437	0.04135338	132.2429	0.04135338	280.9921	0.03258145	183.9767	0.1027569	
ILMN_2622041	398.5515	0	377.3794	0	419.1262	0	376.7667	0	888.4309	0	1061.493	0	1425.546	0	1105.202	0	
ILMN_2660793	46.01925	0.5463659	48.68736	0.3258145	52.44937	0.4160401	50.86918	0.2944862	67.48806	0.3270677	64.69559	0.4824561	85.97883	0.5250627	113.8235	0.6240602	
ILMN_2746783	49.52349	0.3433584	46.50485	0.4511278	58.3134	0.2205514	55.11539	0.1917293	57.52202	0.5977443	63.64262	0.5125313	72.53224	0.7330827	98.511	0.8320802	
ILMN_2766930	44.71661	0.6240602	42.77892	0.6829574	56.3528	0.2694235	47.94734	0.4736842	66.13312	0.3446115	66.26463	0.4398496	121.3243	0.3032582	117.2484	0.5789474	
ILMN_2657980	47.73077	0.4323308	41.20198	0.802005	48.60261	0.6553885	47.02493	0.5513784	63.90834	0.39599	61.40904	0.5977443	95.56635	0.4411027	111.947	0.641604	
ILMN_3006333	46.36038	0.5213032	46.07135	0.4724311	58.05465	0.226817	46.70878	0.5839599	51.94624	0.8370928	65.75617	0.452381	66.21349	0.839599	113.1806	0.6315789	
ILMN_2728928	43.98148	0.6754386	36.35473	0.9899749	46.97464	0.7481203	40.02549	0.9699248	52.99999	0.7944862	52.32639	0.9423559	75.02611	0.6854637	96.75375	0.849624	
ILMN_2706493	38.35424	0.9699248	40.82028	0.8258145	45.47171	0.8458647	40.65304	0.9486216	51.13541	0.8759398	51.72552	0.9511278	69.90826	0.7769424	107.5762	0.6892231	
ILMN_2887630	364.174	0	260.0753	0	239.9759	0	183.0135	0	849.1122	0	558.7223	0	798.467	0	710.8478	0	
ILMN_2615947	47.9521	0.4160401	41.29424	0.7969925	48.81013	0.6390978	51.64767	0.2694235	83.59547	0.1904762	101.9254	0.1328321	133.638	0.273183	149.1849	0.2593985	
ILMN_2685290	39.90209	0.9235589	34.96637	0.9949875	44.42281	0.9010025	43.64359	0.8270677	53.8574	0.764411	56.04659	0.8233083	64.17997	0.8709273	92.46083	0.8972431	
ILMN_1235908	135.9288	0	123.7172	0	166.0422	0	164.7144	0	476.8033	0	545.2538	0	882.8799	0	539.2206	0	
ILMN_2826304	55.78405	0.1766917	43.85664	0.6102757	59.53442	0.1879699	54.06818	0.2142857	129.2297	0.02756892	106.5553	0.1065163	285.3593	0.02882206	211.3757	0.03508772	
ILMN_2738330	47.32936	0.4636591	45.53387	0.5012531	53.35413	0.3796993	51.15454	0.2819549	80.55239	0.2017544	77.9799	0.2694235	95.43172	0.4411027	145.735	0.2794486	
ILMN_1221705	62.49585	0.08646616	60.89348	0.1015038	71.03901	0.05513784	59.11019	0.1253133	57.71543	0.5914787	92.65202	0.1842105	94.44101	0.4486215	133.4299	0.3796993	
ILMN_2662509	838.8011	0	697.9987	0	811.6467	0	704.8286	0	1095.482	0	1094.962	0	1584.269	0	1063.929	0	
ILMN_2665625	286.8661	0	274.2401	0	355.0169	0	310.7519	0	580.7073	0	686.9533	0	999.9509	0	672.097	0	
ILMN_2874409	68.21569	0.04761905	60.60217	0.10401	67.38377	0.08145364	63.40115	0.08270676	112.0208	0.04761905	97.1556	0.1616541	190.1579	0.1278196	138.1194	0.3446115	
ILMN_1223126	546.1686	0	500.0103	0	523.5783	0	461.3282	0	833.0076	0	853.3061	0	1021.485	0	784.3586	0	
ILMN_2607786	7162.176	0	6415.753	0	6016.909	0	6554.698	0	10865.75	0	9828.69	0	13245.05	0	8450.763	0	
ILMN_2713071	271.6626	0	172.0524	0	134.446	0	124.1303	0	312.6506	0	230.8473	0	300.9466	0.02380952	235.2994	0.01378446	
ILMN_3147584	907.7249	0	797.2228	0	666.2035	0	738.2598	0	2666.723	0	2263.604	0	2948.29	0	2056.292	0	
ILMN_2625699	44.37897	0.6528822	38.29358	0.9473684	50.31838	0.5401003	39.18441	0.9862155	67.91991	0.320802	50.9486	0.9649123	62.34963	0.9085213	98.90654	0.8283208	
ILMN_2662508	3539.879	0	2937.607	0	3047.705	0	2989.373	0	5489.303	0	5212.195	0	6609.924	0	4799.059	0	
ILMN_1220475	43.27717	0.7368421	48.90931	0.3120301	49.22151	0.6115288	48.01181	0.4736842	78.9874	0.2142857	76.50462	0.2907268	126.8976	0.2869674	164.8911	0.1729323	
ILMN_2718815	297.7354	0	251.0113	0	283.7595	0	268.857	0	601.0507	0	489.3625	0	687.5563	0	448.3037	0	
ILMN_2614494	2256.819	0	1832.083	0	1996.595	0	1739.491	0	5136.859	0	5931.11	0	8421.764	0	5571.474	0	
ILMN_1218891	543.0961	0	474.2535	0	453.2042	0	430.1459	0	1034.074	0	1172.79	0	1592.148	0	1241.237	0	
ILMN_2882425	138.4093	0	127.2289	0	123.7722	0	119.5161	0	183.9748	0	275.4951	0	317.6212	0.01754386	261.1473	0.006265664	
ILMN_1245115	120.0382	0	122.3247	0	115.6783	0	110.401	0	180.5104	0	175.391	0.01002506	271.1624	0.03759398	251.3187	0.007518797	
ILMN_1214593	55.19941	0.1842105	55.78941	0.1541353	64.70711	0.1090226	66.08328	0.06015038	63.05368	0.4160401	89.7726	0.2005012	101.9024	0.3972431	136.2583	0.358396	
ILMN_2701855	223.0986	0	219.6845	0	203.3508	0	198.0599	0	288.7386	0	399.0764	0	495.5032	0	379.1924	0	
ILMN_2632976	124.7486	0	104.1411	0.001253133	127.376	0	103.5316	0.001253133	405.826	0	337.0107	0	628.8814	0	416.7209	0	
ILMN_2976519	411.8045	0	446.9246	0	424.2379	0	523.8937	0	1410.112	0	1432.808	0	1969.608	0	1373.513	0	
ILMN_3136149	55.91466	0.1741855	49.55153	0.2894737	60.52167	0.1716792	57.49889	0.1503759	72.10874	0.2769423	84.76794	0.226817	101.1581	0.4035088	122.9911	0.4849624	
ILMN_2712740	56.11573	0.1704261	51.94361	0.2218045	50.73484	0.5200501	50.81312	0.2969925	65.47662	0.358396	85.62287	0.2230576	197.5532	0.122807	211.0514	0.03634085	
ILMN_1221820	52.53754	0.235589	47.62392	0.3834586	53.8521	0.358396	48.95812	0.4035088	57.46141	0.5989975	67.29283	0.414787	83.59684	0.5551379	103.8662	0.7568922	
ILMN_1244695	45.41668	0.5776942	44.02158	0.5977443	56.75032	0.2568922	43.71931	0.820802	71.92821	0.2769423	66.38474	0.4385965	81.89646	0.5776942	148.0194	0.2681704	
ILMN_1225348	840.5251	0	1068.63	0	1203.951	0	1120.877	0	1548.134	0	2570.761	0	3333.014	0	2051.476	0	
ILMN_1237038	44.79396	0.6177945	42.54728	0.7092732	52.372	0.4223058	41.42842	0.9323308	56.48206	0.6478696	59.65263	0.6578947	65.91882	0.8458647	104.4133	0.7443609	
ILMN_2768972	51.0348	0.2894737	57.11571	0.1340852	58.34621	0.2180451	50.5514	0.3145363	60.43906	0.4899749	64.53173	0.4837093	73.41419	0.7180451	123.4102	0.4799499	
ILMN_3163027	1789.939	0	1736.317	0	1469.059	0	1745.025	0	3411.338	0	3415.631	0	4009.031	0	3420.819	0	
ILMN_2734234	158.4123	0	140.421	0	137.8423	0	124.6196	0	348.3074	0	430.9521	0	490.3214	0	422.793	0	
ILMN_2668178	278.9886	0	310.6049	0	260.81	0	316.5736	0	789.6273	0	894.9633	0	1468.136	0	821.2819	0	
ILMN_2740890	391.1303	0	354.3716	0	335.0343	0	305.093	0	567.1559	0	714.9077	0	917.1835	0	665.4211	0	
ILMN_2686097	64.50365	0.0689223	63.93621	0.0726817	69.8232	0.06390978	57.53484	0.1503759	107.2193	0.06015038	106.4058	0.1102757	128.489	0.283208	143.7726	0.2882206	
ILMN_2712703	42.73612	0.7744361	42.64782	0.7005013	45.32296	0.8533835	49.68901	0.3558897	56.42888	0.6478696	50.49837	0.9736842	68.01437	0.8107769	115.4143	0.6065163	
ILMN_1239592	420.9323	0	330.2155	0	462.0407	0	334.3148	0	647.9396	0	818.364	0	1019.315	0	653.8003	0	
ILMN_2757634	196.988	0	258.1589	0	174.8647	0	201.5018	0	245.7925	0	376.0639	0	515.7466	0	445.1473	0	
ILMN_2656715	46.19635	0.5338346	47.65678	0.3796993	58.51827	0.2142857	50.03087	0.3383459	81.31502	0.1967418	85.30439	0.2243108	131.1191	0.2769423	138.7948	0.3370927	
ILMN_1237625	57.28387	0.1516291	58.83818	0.1240602	73.79673	0.04260652	63.73744	0.08145364	100.8246	0.0764411	140.9311	0.02756892	150.4284	0.2117794	159.5135	0.2030075	
ILMN_1232976	1323.99	0	1162.243	0	1054.44	0	1011.336	0	1994.078	0	2417.839	0	3733.306	0	2592.041	0	
ILMN_2985836	767.2566	0	774.782	0	672.8489	0	640.5703	0	1888.204	0	1873.747	0	2827.47	0	1782.858	0	
ILMN_2671266	120.2706	0	96.1774	0.003759399	113.8938	0.002506266	88.27657	0.003759399	182.5044	0	339.8785	0	410.978	0.003759399	336.0052	0.001253133	
ILMN_1255094	56.12769	0.1704261	46.71378	0.4348371	54.11353	0.3446115	50.12705	0.3333333	63.37281	0.4072682	78.12221	0.2694235	91.10715	0.4786967	132.6578	0.3859649	
ILMN_1213728	103.797	0	90.35205	0.006265664	73.07187	0.04511278	89.3786	0.003759399	136.3581	0.01629073	119.702	0.06140351	169.5036	0.1704261	187.5827	0.09022556	
ILMN_2686178	42.32669	0.8045112	42.50471	0.7117795	49.85674	0.5689223	42.30338	0.8997494	64.6772	0.377193	61.74269	0.585213	76.05033	0.6716792	195.4672	0.06390978	
ILMN_2653842	126.338	0	117.5978	0	129.5436	0	102.1297	0.001253133	217.6047	0	227.9232	0	342.2106	0.01002506	234.2253	0.01378446	
ILMN_2707887	46.12219	0.5413534	47.82229	0.3709273	51.31776	0.4849624	46.61364	0.5914787	54.92776	0.7155389	64.92958	0.4761905	66.17636	0.839599	107.2346	0.697995	
ILMN_2705570	173.8458	0	172.0054	0	186.594	0	157.9607	0	451.6941	0	538.8449	0	909.3071	0	530.4053	0	
ILMN_2635888	207.6986	0	198.4659	0	227.1894	0	190.0191	0	504.9468	0	868.2213	0	1249.693	0	837.5143	0	
ILMN_1246764	169.1909	0	130.8527	0	145.9267	0	123.7112	0	300.5401	0	393.0153	0	542.2173	0	358.9353	0	
ILMN_1254220	45.88721	0.556391	47.76799	0.377193	61.31697	0.1591479	49.92143	0.3458647	61.12904	0.4661654	66.64419	0.4273183	62.07247	0.9122807	116.2271	0.5927318	
ILMN_2856946	50.0411	0.3220551	46.39925	0.4536341	70.70189	0.05513784	57.06821	0.1541353	71.85973	0.2807018	96.92819	0.1616541	173.836	0.1578947	152.2787	0.2418546	
ILMN_2734376	46.03504	0.5451128	41.42122	0.7869674	52.02909	0.4373434	45.43309	0.7067669	69.73463	0.2994987	80.46838	0.2606516	126.1577	0.2869674	149.1815	0.2593985	
ILMN_2753109	2210.858	0	2538.788	0	2431.532	0	2610.827	0	4785.862	0	5306.658	0	6166.427	0	4872.347	0	
ILMN_2591031	269.5262	0	174.045	0	166.8001	0	174.1208	0	380.4474	0	406.0451	0	486.1776	0	388.1529	0	
ILMN_2686975	5710.541	0	5366.979	0	5070.913	0	5870.913	0	11262.33	0	11457.07	0	13651.22	0	11152	0	
ILMN_2713060	168.9439	0	188.2765	0	198.3303	0	201.2972	0	410.8535	0	762.898	0	996.562	0	775.8533	0	
ILMN_2645295	638.3575	0	451.3079	0	495.1927	0	456.6741	0	755.0204	0	691.8644	0	936.9453	0	591.5207	0	
ILMN_2672509	271.1166	0	129.4126	0	201.0858	0	118.6239	0	365.1797	0	188.4506	0.006265664	285.864	0.02882206	170.7606	0.1478697	
ILMN_1213426	350.0911	0	403.4515	0	550.598	0	533.2755	0	1482.501	0	1978.534	0	2398.475	0	1940.853	0	
ILMN_2745614	489.7007	0	588.9202	0	557.6514	0	657.7793	0	1148.763	0	1794.044	0	1240.163	0	1899.995	0	
ILMN_2611748	45.31409	0.5827067	43.87278	0.6102757	47.4212	0.7230576	43.51626	0.8320802	55.66996	0.6892231	53.57124	0.9135338	68.38396	0.8032581	94.88884	0.8734336	
