gene	UT1	UT2	Ab1	Ab2	L1	L2	LAb1	LAb2
Arhgef7	13.46636493	14.33780811	12.44560601	10.53752562	9.470007531	11.63474232	9.458484742	8.568614282
Itgb1	48.02248591	51.88478033	50.28204213	46.50448339	53.86333098	53.76371302	41.65984332	50.26236915
Uggt1	16.92784943	19.00116486	13.9498797	12.57641429	8.534064179	9.529825315	7.269050277	8.156907303
Frmd4b	8.461192886	8.98170928	8.238515797	5.383702019	4.718691947	5.002634	4.083297593	4.217419349
Sgo2a	1.348589946	1.878835952	2.019665201	2.506583641	0.729611038	0.904790385	0.613820781	0.781591985
Pnpla6	5.87223427	5.673013446	3.508223318	3.722728445	4.250846144	5.374205935	4.414742919	3.802677543
Slc38a9	1.008808303	1.168009078	0.897192778	1.165162445	1.400651696	1.40326869	1.11022379	1.283475347
Atad2	8.531198405	11.17384194	8.205585629	8.49952204	4.702657853	5.15258354	3.565108151	4.848152817
Atat1	1.547352768	1.556986675	1.574794374	1.143631823	1.210637698	1.015389595	0.991353859	0.908898543
Plcg1	5.007415767	5.07997835	3.195881593	3.03155567	3.269972577	3.586029689	2.77662374	3.076000248
Arid1b	8.765760579	10.42738584	7.09842646	4.134799257	2.90740704	2.992764454	2.56209105	2.474401075
Sprtn	4.267202699	4.174024497	2.272930033	3.088354586	2.287909017	2.671480023	2.193925774	2.039363345
Septin8	5.640059376	5.924806947	4.279500583	3.603928902	4.691591082	4.858806408	4.193895042	3.958167878
Fbxo3	10.70400912	11.04385818	8.842913649	10.84169438	12.25441736	12.67533706	9.938357352	11.34095061
Mast3	24.36054813	27.06058426	20.53636329	16.91804235	13.19196276	13.8375364	12.09163073	10.97950179
Tm9sf3	48.2009503	51.8547165	42.155634	48.70220779	32.86662775	34.51214583	25.45379067	32.05678608
Abhd17b	7.806165762	8.407953031	6.107869681	7.78647543	7.505687304	8.046311824	6.142045221	7.132203298
Isoc1	40.08468608	37.1135644	33.49422216	39.59538048	27.2450815	26.50673607	22.5475764	23.32427027
Map3k20	7.177156608	8.238749441	6.269035631	5.529519749	8.41836494	9.456014009	7.137798957	8.115885066
Gm24091	2.597343831	1.512214515	0.251480152	0.419861149	1.569299222	2.653536045	1.576267244	2.026791207
Pole	10.52302449	11.85908011	10.29802208	7.052444585	2.659600089	2.982816363	2.502889221	2.311316854
Dym	7.164493074	7.183050922	9.404701286	5.158104942	3.688343844	3.734883419	3.107127878	3.226040295
Abcb7	10.03360593	12.7887337	11.45620919	11.03289156	11.45631618	11.49304976	9.094968572	10.48371052
Ulk2	6.510307279	7.037154183	6.233568997	5.856666134	4.306678764	4.466564754	3.537799573	3.946578027
Eno1	822.6843542	705.4139758	621.3117534	852.7931784	631.0548872	624.5525878	547.1110711	523.8941901
Gla	10.93854317	9.78567727	8.118996264	10.65199951	11.17512876	10.84594399	8.660236732	10.1214718
Qtrt2	3.632578087	3.880410467	2.552178564	2.853223624	3.552450685	3.55143735	3.101882133	2.955755421
Fyco1	3.626643661	3.913749496	3.853304768	2.713320694	7.738387649	8.474727002	6.925717535	6.899115138
Stxbp3	4.9117685	5.18403875	6.328304936	6.036486834	7.851087926	8.558150663	6.455758945	7.5361124
Clec4a3	1.367340702	0.966865112	1.163972187	1.444360319	0.171771448	0.237101401	0.123238679	0.225368728
Tsga10ip	0.9679846	0.816074049	0.544193724	0.807612407	0.132062985	0.182290591	0.094749552	0.173270164
Polr2a	51.17484646	56.9146682	57.65656652	22.29621923	19.70964433	20.95850406	17.70289527	16.96968803
Inppl1	28.70351092	30.37429279	21.98189618	18.22206571	35.47118373	36.74658397	30.90579353	30.66472348
Zfp952	1.599901562	1.398429143	1.557818212	2.197975036	1.811538233	2.445469174	1.823325844	1.805819821
Fbxo38	15.32697209	15.99627832	15.07442867	10.83402565	17.24698897	19.89088265	15.66106079	15.98972682
Pik3c3	11.72187591	11.90060979	11.24030688	10.12447308	4.196144832	4.942128126	4.020699145	3.766763775
Zmym4	4.699275468	5.805255496	4.641831086	4.816873665	5.221115776	4.822525687	4.058805845	4.49891701
Ubl3	9.066781631	9.573437068	7.34596566	7.941820357	7.963810818	8.415612376	6.694585869	7.261486601
Pde1b	4.51121624	4.77357708	3.361473112	5.679991487	11.07357848	11.48389169	9.843783099	9.373471121
Nsmaf	7.453913279	7.782949171	6.403036882	6.267561591	4.558736412	4.872909815	4.072808583	3.96033258
Tmem260	1.55983454	1.551833522	1.267333419	1.470699956	0.55108924	0.611642263	0.5100607	0.480043282
Rev1	5.05628618	5.401579468	3.627707197	3.471852805	2.959069137	3.542688184	2.587756504	2.948581047
Pdcd6ip	40.21621759	41.01770208	44.52754272	26.77370549	28.95192814	31.21494906	26.28259509	24.94368712
Lix1l	16.12380108	14.7627041	9.565763112	14.85873527	10.27712168	11.09908994	9.907133548	8.29242524
Tmem144	8.145283662	8.838718682	8.386253655	8.254901243	3.333804505	4.710029198	3.587793543	3.259089044
Herpud2	8.303081915	9.433834049	8.438947406	5.744613786	7.708475747	7.41862636	6.307524746	6.567721686
Bbs12	5.457336416	5.221154438	5.338172073	9.048300762	3.107917871	3.790843586	3.101577573	2.769966472
Stx16	25.73900615	27.10049495	20.99448311	23.47217423	34.71209764	36.38174731	29.81963563	30.68686155
Nxt2	15.44783056	17.87157799	19.46643243	19.64067093	15.99440044	14.92924353	10.58669918	15.73124372
Pabpc1	404.07154	476.741349	607.8564049	277.4423532	284.7341967	285.1114062	229.1828703	255.7908641
Chd4	96.92655683	102.6461568	68.25649255	46.90355336	46.15217718	48.86452615	39.76787216	41.09383694
Cab39	30.62699738	33.48059507	29.64729608	29.86273544	35.95177038	37.2474207	29.2667134	33.02247576
Ddb2	4.136668766	5.10740872	4.23407646	3.70647161	1.719790773	2.184955275	1.703517985	1.619111835
Lin7c	18.78353749	23.65047902	19.65399989	21.94120439	25.69888016	27.40951725	18.78459222	26.4062666
4933412E12Rik	2.750336125	2.680171726	3.08503481	2.220597065	1.392146042	1.40278399	1.1985664	1.179635762
Ints2	5.417090379	6.221728278	4.62157892	4.43448409	5.113572387	5.581490803	4.226792783	4.873290725
Vmac	3.091373245	3.446875319	3.235969843	2.53160596	0.693813044	0.555461033	0.577426226	0.485493998
Fbrs	16.85091255	20.40923765	19.74563284	10.09317751	13.63699273	14.12943727	12.46513431	11.15733993
Scyl2	4.957753015	5.693560603	4.968644188	4.361666782	6.846959414	7.059705379	5.497678798	6.331684938
Usf2	22.66797292	22.77860658	25.33717075	22.40634712	9.482687376	9.245550471	8.661145536	7.269315729
Lgals8	15.89957547	14.83839991	15.64332012	13.95167404	22.1618836	22.04482425	18.49554929	19.10711125
Snx10	5.547889185	5.663866671	4.99826266	6.115345351	9.313706511	9.229251084	6.808796531	8.963889714
Ccdc82	3.353931698	4.580384396	3.767194984	4.800467648	4.349217274	4.853637466	3.704383398	4.123373023
Ccnl1	8.073298522	9.848460581	9.641120845	10.6834954	13.27604375	12.43686599	9.35903748	12.51088159
Cemip2	4.299361091	4.283641457	2.209778527	1.969429681	2.50337301	3.454691257	2.549038743	2.518528604
Tnfrsf11a	9.767153779	9.19637921	7.652565802	7.27004271	8.50650871	9.244035935	7.541801623	7.555282406
Panx1	2.016961681	1.526425486	1.782673149	1.794436417	1.665949056	1.956676366	1.497061776	1.583974488
Spice1	4.003638945	4.215207991	4.023496698	3.600022518	1.926962391	2.105883777	1.766424853	1.663462355
Slc38a7	9.862521093	9.210941749	9.222536948	8.047777728	14.98493304	15.66334541	13.9306992	12.13324949
Prr7	1.255828802	0.75938366	0.629718143	1.051352089	0.27555116	0.138911064	0.132370492	0.220062033
Zfp141	2.782576206	3.907624158	3.67461682	4.087608755	2.29773549	2.514224624	1.97199354	2.119498447
Tmem164	12.44776999	11.33835924	6.065953807	10.0206534	9.753202681	10.27806023	8.977746165	8.053913855
Whrn	0.994108541	1.127158939	0.944498714	0.729077411	0.645755828	0.842653598	0.666454685	0.59867888
Sesn1	27.03767309	29.12475026	24.29050702	25.60689072	13.79141891	14.01707521	11.51992273	12.11522107
Abtb1	3.27005161	2.945808251	1.644241577	3.214632084	1.63752436	1.485158411	1.416071224	1.237899854
Ide	27.27942661	30.77910244	34.35249304	23.73115627	21.09118649	23.03367609	17.65510535	19.84452724
Mthfd2	53.92064441	48.13702175	44.68478482	57.01478401	76.70084959	84.75796796	72.85800352	64.34556725
Eif4e3	11.28613883	11.29541066	9.85132248	9.03427671	6.117693065	7.174645983	5.006920457	6.287485089
Galnt6	12.28448801	12.44366031	7.505815247	9.218506524	13.3793299	13.74845431	12.00234258	11.04784171
Auh	2.741625648	2.153037777	1.963093966	2.446304767	1.877978577	1.830983398	1.690003646	1.461372407
Lyz1	223.1325028	178.2832665	196.2676148	266.4956446	165.0449573	138.5334303	131.1668385	126.7708242
Gm5165	0.902693155	1.374955607	2.471053353	1.797475603	1.233351506	1.263564543	0.989817226	1.131310052
Twnk	13.37635309	13.15363266	11.44287957	11.99246062	5.286510763	5.609776026	4.784283355	4.471432383
Arhgap26	1.127082846	1.412813805	1.071228371	0.749082726	0.694930984	0.655284334	0.66437727	0.482523012
Adam9	26.93216221	29.98300608	21.91776333	22.06928961	38.85002345	41.05910609	32.13128845	35.74327152
Ahctf1	5.166293175	7.59481962	6.21518322	5.549105594	6.832060334	7.369410677	5.514367508	6.547472389
Dnase1l1	10.7400147	10.11921764	12.39971442	15.01721191	8.259722708	7.691537043	7.448252895	6.098317344
Slc35a2	6.344150075	5.626755466	3.094072674	6.245312509	8.342149429	8.822247835	7.798214707	6.778590597
Wdr19	0.782124144	1.057262941	0.866154905	0.767852999	0.353694135	0.468686274	0.308862704	0.3894757
Cp	2.623567971	3.462439731	4.353056757	3.830563645	25.28173692	27.04447464	20.17637727	24.2563784
Cyp4f13	2.552553638	2.647255057	2.05861505	2.738598941	3.58185215	3.932033903	3.420998604	2.958824092
Zfp664	11.20745683	11.73620314	7.302300323	9.036932255	7.710419713	8.066703113	6.310150789	7.083302876
Id1	3.128381226	1.899538424	4.768367189	6.819486123	40.10016097	23.84162922	26.75815561	27.52165026
Alg13	2.161040624	2.404408814	2.385904173	2.261335371	2.483816934	2.50099231	2.036462493	2.193865869
Jak3	6.448185919	6.563886274	6.493516364	5.313220456	5.883479299	6.490198989	5.570427421	4.927827575
Dusp1	1.985858021	2.56932853	2.61619868	2.48391428	5.959877096	6.338284032	5.833224256	4.60090242
Rbbp5	19.73403023	20.86218993	16.3636791	15.10987328	12.84704013	13.37793074	10.14516482	12.09954812
Slc30a1	4.090420295	4.385377234	2.523529472	3.123337798	2.906076419	3.140935707	2.444957621	2.683965244
Spef1l	2.274959949	1.709959148	0.891554006	1.733667869	1.300882025	1.193710239	1.035465003	1.080163153
Polq	2.047838667	2.941831045	2.689656174	2.166110703	1.40035853	1.858238473	1.300196691	1.462898434
Vps39	11.92096806	12.7547762	10.79663764	9.539289213	11.5758386	12.72062933	10.12774602	10.47420153
Camk2g	7.777051759	7.956680636	6.146746938	6.399684857	5.262674728	5.09233507	4.49658489	4.28377726
Arhgap25	8.954119285	10.26290645	10.52116048	8.645314136	6.862896944	8.135484352	6.439712915	6.276876783
Norad	30.45173664	28.62283648	18.00082918	29.83486426	23.66777584	23.97950835	20.44717954	19.95098386
Snap23	8.946910711	10.22315251	11.35778795	10.28894538	15.39022677	14.81188968	12.36913576	13.23601619
Sptssa	50.59302398	43.28949259	42.40571635	73.86361622	33.14214192	31.41153885	25.5433432	29.18241095
Rad23b	91.25059809	103.2411068	100.0571664	61.9680415	67.46604313	65.93419825	55.37405109	57.71124651
Scyl3	9.741083915	9.540087534	7.964925139	7.976348717	8.808611499	9.194436408	7.886565995	7.374161804
Rptor	5.682480955	5.964128943	4.429922469	4.269720775	3.023996847	3.473091108	3.043494029	2.462879227
Prdm9	3.144285276	3.159534545	3.406131703	2.374193945	2.192028335	2.256772747	1.639932634	2.130347211
Lsm5	24.15742929	16.56965351	21.11004411	62.78885646	44.01344375	41.81209868	41.29740571	31.43573635
Pogz	8.600496322	9.519211919	6.851947491	4.661333272	3.843404126	4.263151617	3.322913451	3.546481512
Smpdl3a	2.261932198	2.417753139	1.728454138	1.906962573	0.788449367	0.83800706	0.681077215	0.696971892
Baz1a	16.98599654	22.45370246	20.67008051	14.85609335	16.30372188	16.92803054	13.51892014	14.63715028
Hook3	1.374837326	1.827086675	1.378285324	1.197052346	1.228284044	1.415442346	1.016154518	1.223747903
Phf13	9.489759693	9.285715349	6.128347675	6.001983897	5.044464609	5.345334578	4.107577844	4.694749679
Arid1a	21.48876146	25.33146721	17.06059231	9.243530755	7.889622437	8.504647108	6.884373974	7.001990223
Adipor2	24.64435762	24.59147838	16.39386449	18.13822634	16.34683409	16.82360746	13.64318749	14.45239872
Epb41l5	1.53867132	1.609296724	1.01266855	0.938627792	1.444129053	1.217344915	1.038317183	1.215873299
Rnf123	9.966643579	9.832802586	6.007821359	6.60954944	6.25561728	6.850290931	5.975882577	5.122594241
Pggt1b	2.732435628	3.448214058	2.959755931	3.887047999	3.706950163	4.024974382	2.867373536	3.679758553
Rsf1	1.91076459	2.674340395	2.838374672	2.537812441	2.686072109	3.244829006	2.304594361	2.717481188
Abcc1	15.79850046	16.13693474	10.05747311	9.972870727	24.16222467	25.55407406	21.77396686	20.31891461
Akna	20.01542892	24.10126311	19.97856039	12.08967054	21.50059026	22.78569144	18.92101711	18.56831376
Rnf138	2.836689054	3.062357241	2.385322305	3.393636853	5.685913557	5.076356154	3.932702519	5.177031657
Sec61a1	39.73266663	35.87174098	26.54994605	28.37779885	37.90305193	37.16760819	31.70426129	31.83277842
Lcp2	54.06812812	58.64254163	68.15157233	41.32346118	124.7492139	125.8498958	104.6656121	107.4164997
Atp6ap2	42.70280955	39.90424883	30.5040237	47.49402598	49.62803889	49.39434416	39.85997836	43.93720679
Shpk	2.040241859	2.247241395	0.978961261	1.79787779	3.21266043	3.283361938	2.679060245	2.817816921
Gm12174	0.287262607	0.308767047	0.667520501	1.628834026	1.421875817	1.451261807	1.649458005	0.781687138
Acbd5	3.337531466	4.034703492	4.119051935	4.45454424	4.199039349	4.247150711	3.25737037	3.889365674
Gtf3c4	14.19803458	14.25460299	7.965172936	9.895424603	7.57100053	8.492495044	6.51210394	7.078475626
Ssx2ip	8.60179466	9.313921222	8.498232845	7.397003755	6.000888131	6.805823547	5.272144805	5.562952057
Lamp2	25.8923393	26.82177213	32.25546244	29.20639336	50.19100117	46.02075774	38.11428884	43.2711011
Bsg	311.8515285	266.0960314	317.5228046	373.0170043	264.2554119	263.2757884	239.6089139	206.5958953
Fam91a1	19.59148585	22.25632511	14.04752114	15.01318804	8.367997424	9.68304127	6.704874048	8.563067966
Cabin1	11.94904278	11.9271341	10.52145685	6.379757502	5.326218477	5.971072246	4.913803307	4.640960625
Selplg	5.538355406	6.515958026	8.907118514	5.44915298	3.098511885	3.25533786	2.783050731	2.590210486
Smurf1	4.230385504	4.162223006	3.070312283	2.97279055	2.194504961	2.197369794	2.02357288	1.690378841
Kmt5b	1.818172961	1.959735156	1.206924029	1.620529697	0.783612418	0.909647595	0.699514001	0.732354795
Gmcl1	5.580675703	5.827112141	4.047269586	5.155084024	4.897232299	5.21401063	3.961879623	4.585798494
Tlk1	10.32277676	13.08431761	11.70349937	8.224972247	5.736492828	6.235323711	4.3776781	5.742575087
Rbbp6	9.789965081	12.7840834	14.33543961	7.290792132	3.933272614	4.890645536	3.323937533	4.134856332
Wdr11	7.853760563	7.721072301	4.462623477	5.824754731	8.683767331	9.059001476	7.589189743	7.4075586
Pias2	16.14692943	16.65974826	16.16525914	12.09058477	13.29026255	13.97737879	10.82348935	12.21957397
Sema6d	0.872812316	1.105481943	0.832225679	0.45709952	1.045443986	1.391551022	0.94941402	1.109914041
Rpl17-ps5	6.376752099	3.844566991	4.926745389	9.449901873	9.710215658	7.936702406	8.07375443	6.836717728
Tob2	10.72937376	11.67117662	9.277519418	6.829548139	5.177139091	5.788426533	4.944905749	4.319468656
Tmc6	8.097626253	6.746294563	4.724581156	7.347056951	8.186507744	8.721448464	7.14353257	7.141247631
Dennd4b	16.63940888	18.36494108	11.58718463	11.81935936	12.87724372	15.45257177	12.6713944	11.26263965
Mdc1	23.26657391	26.25324308	19.76465911	10.36156325	5.618766852	6.287583466	4.625598816	5.432907464
Exd2	3.171935148	3.09631832	2.436042411	2.85910485	2.027129141	2.003963298	1.667351177	1.737546738
Tm7sf2	3.243730273	2.945664279	1.663949867	2.876997681	1.401471883	1.293406184	1.214554545	1.06129451
Otulinl	20.34846457	17.4400031	14.33599811	19.46719056	9.338867712	9.508903786	7.669773046	8.247106461
Bet1	4.618873479	4.150143677	3.150513677	4.886260752	4.164217526	4.555016681	3.358442321	4.003893729
Mtmr2	19.82617978	19.69695572	17.25738393	15.92049723	19.4827636	20.54115902	15.65142256	18.14367061
Impact	4.6444802	5.65017409	4.936395049	6.672100368	9.262888861	10.56037576	8.312397217	8.421934139
Rabl2	3.884316	3.528897888	5.020767247	4.238328082	1.353122952	1.264911946	0.928187097	1.281884574
Ttc38	2.253803082	2.21422352	1.754797343	2.099797512	0.949258561	1.560064891	1.145019481	0.973009834
Kmt5a	39.26429026	45.67458995	55.01591524	30.57695976	21.68409583	20.6287445	16.87147264	18.83944501
Erbb3	4.40464066	4.773066709	3.580582428	2.77177451	1.807850442	2.11289824	1.631027858	1.677762668
Thoc1	2.719282126	3.392813574	5.510320917	4.754015585	3.095158091	3.14739236	2.176963244	3.090838942
Nampt	40.02837979	48.89646527	46.80904459	50.65578237	49.08282955	52.92866095	39.13709543	46.91371535
Msn	133.6624937	147.2736748	150.6527085	94.04461708	198.8105797	199.1386265	159.1746527	176.4866982
Trappc10	11.49996244	11.42204448	7.86584	6.862079821	6.652410578	7.592934637	6.166869242	5.847998596
Slc12a7	4.24414948	4.686086481	3.449976584	2.569143261	5.247239758	5.949204295	4.891028859	4.551530179
Gm8909	0.302518782	0.28000345	0.216298991	0.462690249	1.286489955	0.978135419	1.292202244	0.617401208
Guf1	4.118846745	5.08385499	4.127479819	5.479932827	4.641759995	4.491081615	3.66745808	4.033129514
Zfp955b	1.160831997	1.660120776	1.972607183	2.423377907	1.392420925	1.725918369	1.036944465	1.592073052
Eipr1	7.138538122	6.071718444	6.402177478	8.848082275	5.550948568	5.564947314	4.662690284	4.708407825
Rnf185	7.937718707	9.185341524	9.208188931	7.051240022	8.493710534	9.067639581	6.989465122	7.814933061
Abcb1b	11.2399052	12.81319483	11.67207828	9.545167496	9.530473001	9.998180325	8.221915491	8.239240251
Rnf19b	19.77271703	20.22458204	16.67211834	14.42717172	71.01604902	70.6063124	59.37353326	59.99899472
Cpne8	13.46940677	16.05930979	19.09334668	12.36518307	15.03417108	17.14087969	12.73269235	14.38672385
Cul9	1.571455478	1.30793566	0.901786631	1.004200614	1.025100525	1.002091637	0.900945665	0.807544718
Atl2	7.102766167	7.186910597	6.505273444	7.770459506	6.885392	6.886204838	5.093525698	6.510891746
Smap1	7.839255927	9.682214865	9.878843804	5.141977831	6.271215992	6.679912498	5.407037562	5.505501934
Npepps	22.28293448	24.11806572	18.12398539	15.04007193	12.01340912	14.79292951	10.77315554	11.81254193
Iars	61.96906279	64.1128716	62.50371949	45.92250232	44.3686531	50.01545431	39.82489582	39.69509821
Arih2	11.23746744	10.51765256	8.246300343	9.398005147	10.40936608	11.05646607	8.833424648	9.25074261
Cnksr3	1.016001211	1.123092858	0.674546188	0.554015376	1.387553759	0.996298606	1.082579686	0.925563876
Zcchc14	6.874253262	7.245455564	3.801649375	3.699850981	2.921458262	3.516373781	2.806206491	2.616332146
Smyd3	2.497959041	1.902690637	1.875011258	2.270994392	2.194737754	1.9801633	1.682743376	1.833738952
Acbd3	10.58819855	12.12148232	9.537477486	8.778937447	10.70303153	11.39038455	8.811258337	9.79512783
Mtrex	10.24485312	11.11497084	14.7257258	15.32375181	8.283113674	8.674040437	6.560406303	7.720029281
Ugcg	5.932022014	6.170265917	5.682766278	5.014650136	5.891571412	6.589073875	4.577926767	5.931652394
Tbck	2.063592922	2.598986638	2.065426166	1.579058069	1.70239267	2.006836467	1.483396547	1.63995845
Creb3l2	2.570299311	2.812940014	1.991848491	1.248860643	1.996342322	2.088772842	1.758204585	1.681030466
Iqsec1	7.149470908	8.211338833	7.377056117	4.303319975	4.278471697	4.696509348	3.751693534	3.80373172
Arhgap18	3.439520045	4.594441503	5.67506368	5.101643657	3.398345751	3.066747889	2.509295926	2.933113237
5830428M24Rik	1.128260628	1.531688151	1.063907535	1.71281948	0.558193925	0.587074148	0.555710721	0.408309879
Pask	3.727828655	3.755870536	2.74848931	2.655946162	1.29748655	1.677351096	1.259926415	1.244038179
Mink1	21.87461268	24.37329265	17.87109333	14.12566261	14.57200179	15.25867653	12.74792969	12.36090425
Acsl1	4.71616656	5.27613755	4.089749045	3.445620976	2.890378061	2.911328369	2.438323635	2.444536147
Zc3h4	15.54527935	18.00612263	11.95048968	8.375901721	2.785669105	3.794039754	2.862401884	2.67488775
Nt5dc1	6.76056611	8.721707399	8.22408258	7.138717631	7.246535779	6.938994055	5.095098358	6.8420025
Ajm1	5.471798034	6.095114819	4.931315375	3.720873065	2.993586755	2.999046978	2.648529317	2.394152721
Fhip2b	5.474569224	5.601905491	4.725245332	4.523475538	2.757314765	3.159598107	2.692513029	2.28487945
Snord7	0.555617366	0.718864861	1.291104285	0.898156581	3.524856371	2.91928045	2.528933916	2.890441069
Fam114a2	25.85201777	25.2524251	24.12426606	24.42226483	12.05623696	13.8592246	10.83337721	10.95961255
Jaml	1.1329255	1.04549966	1.027524597	1.373532249	0.314314275	0.293577002	0.252567918	0.258602096
Laptm5	287.5674341	299.9489821	377.9374905	221.4736524	85.5723268	87.16379554	79.24326747	65.99764135
Ppip5k2	4.640833876	5.92905301	4.969657695	4.960352481	4.315763825	4.638225064	3.442241141	4.086373371
Ano6	6.72240103	7.989753156	5.675428827	3.482291203	3.673252511	4.186480448	3.323005562	3.283089351
H2-Oa	1.225754303	1.922899638	2.699970983	1.84521067	0.624875543	0.436059304	0.453302867	0.438393834
Morc4	0.629411971	0.68911709	0.413938574	0.400259302	0.50316256	0.421175315	0.356750618	0.420103548
Gm14276	5.539196462	5.868932535	6.493776365	7.090696719	2.035184928	3.01523828	2.089648729	2.154716763
Cip2a	9.51940822	12.10465803	14.58677727	18.28197089	6.592167215	6.770595588	4.758349816	6.470393941
Ptpn9	13.99546496	13.42790782	9.775325644	10.17318064	10.13877826	10.00584715	8.329643279	8.597215698
Acsl3	14.37774174	16.62506571	14.71687014	14.52086458	12.67915072	13.35585882	9.665128437	12.20933276
Cds2	9.156716266	9.221921432	4.160845905	5.455457209	6.227108296	6.666783426	5.545049053	5.286883321
Ppp6r2	3.035492157	3.387626618	2.441308496	2.442563012	3.596037832	3.444303173	2.975004122	2.938238767
Snx7	3.515836779	3.564199107	3.799694495	3.727488619	3.941246362	3.96682949	3.163272441	3.478623334
Fbxl12	1.320018782	1.216505769	0.684826402	1.38298468	2.862853455	2.484925167	2.310090873	2.18128924
Gpr85	0.439994159	0.338146425	0.224933998	0.2475155	0.725748042	0.893889124	0.73297585	0.62717073
Irx2	15.0255391	16.25331109	12.63691594	11.06401929	14.45589002	14.36078831	11.94891738	12.25029164
Alkbh8	2.374088161	2.955143228	2.739263379	3.694177621	4.659036618	4.5629066	3.154743788	4.589473636
Spdl1	9.813230414	11.49535552	17.07833691	12.5897671	5.256188589	5.824358236	4.485471172	4.818738401
Mki67	34.76928042	50.63162204	80.05789773	50.3953774	11.12079581	13.78339543	9.154601692	11.75627986
Crtc3	3.193568283	3.603300992	2.449646458	2.02545707	1.757077424	1.978837464	1.578927695	1.557942845
Tgfbr2	29.76386195	29.7435846	23.06798221	19.33543413	11.37734748	13.74288029	10.8745497	10.21675182
Zxdc	2.803352364	2.446544291	1.820747986	1.722580317	1.702316058	1.79921299	1.549388202	1.390427988
Yipf4	19.25715352	15.32322499	11.150583	18.92819598	24.25130159	22.71062222	17.74625952	21.67838294
Nfe2l1	49.79077732	53.47197194	31.38792133	32.92703763	58.82099634	63.97337016	51.99483794	51.07274612
Vps26b	17.63377766	16.98460978	13.18522421	11.97040686	11.9261278	11.60361657	9.265748032	10.48030056
Luc7l3	9.91553316	14.24298663	23.95301799	17.23989221	16.23450071	13.73441631	10.40817188	14.74159364
Nsun2	68.99772732	72.09514109	77.82295924	78.56852089	45.36507733	47.36230471	39.31233724	38.48752186
Snx21	4.155340884	4.511934156	3.529967719	4.09249952	2.260936534	2.27051739	1.917101921	1.88485905
Rchy1	6.137512688	5.566563297	5.692596164	8.104833585	11.02549163	11.87485261	9.553065185	9.66033975
Cdkl2	0.868029967	0.968215182	0.805449787	0.97120586	1.350525091	1.403502274	1.173135077	1.137396187
Fkbp11	4.388336863	2.695397876	2.568610464	4.990311972	4.608874073	3.982335336	4.278814133	2.928752409
Lysmd1	3.767088836	3.693295841	3.007992543	3.471746604	6.086852167	5.572457364	4.877440969	4.903205462
Jarid2	12.13259006	13.10476952	10.77696641	9.062755837	10.48617774	10.75875126	8.719767615	9.100451307
Zfp729a	0.722569836	1.477237493	1.32444669	1.601367867	0.728175879	0.945092107	0.607554956	0.795790796
Slc41a2	4.879994215	5.323927405	3.882686173	3.680947573	3.500411542	4.155704055	2.947286753	3.47342864
Plcb2	7.85099045	7.069175601	6.666530306	4.484819701	4.60777961	4.69064887	3.525096972	4.272670989
Ccdc116	2.05952458	2.457045277	2.708230597	2.303359568	0.466632048	0.54174852	0.388769979	0.456802284
Rnf146	1.28205964	1.280050522	1.07268475	1.591486699	1.530955987	1.751102397	1.464352624	1.287768471
Sema6b	17.05041457	16.43432322	11.08344265	11.56200045	4.657126802	5.7645816	4.904483232	3.834399293
Map4k4	17.95370878	19.37936289	16.6804141	13.0659045	16.50414085	17.41011779	13.75021244	14.68354523
Ctnnal1	1.46092821	1.638347536	1.242399267	1.414681612	0.826719162	0.995935755	0.764214934	0.763666025
Smarcad1	3.468389204	4.346472144	3.619298117	4.4548081	3.533235026	3.763463274	2.922859383	3.193356631
Ttc21b	5.413488183	6.427590516	4.879777003	4.366384058	2.297860165	2.652453786	2.061399915	2.08623288
Gopc	5.352765039	6.134295985	4.024852851	4.255088521	3.421814849	3.705371498	2.878849011	3.092509927
Sinhcaf	16.09379224	16.38938919	14.54744004	14.8388143	14.64074068	15.46555487	11.59544925	13.62791507
Hk2	51.10789265	54.88907157	33.42314042	30.6536974	24.9445685	30.93097216	23.46351299	23.34482719
Senp6	8.23479421	10.08777649	11.10283437	8.610295326	9.735006584	10.77628911	8.039361731	9.140621634
Rassf3	17.32637426	17.27755806	10.15273881	12.2279347	8.353513882	8.355141051	6.886023982	7.108248828
Snx9	108.7135962	108.3830384	105.7781001	81.24406092	56.94241491	61.30004686	49.30095026	49.7234711
Polr3f	5.540944026	6.178918531	4.060866265	4.599004366	2.508741577	3.154497297	2.216561923	2.526143023
Hk1	66.52004966	71.81721151	54.95881782	39.20453476	49.8825448	54.75110713	46.2954373	41.32420549
Gemin8	3.228925529	3.398175653	4.77549382	4.19667003	3.430436357	3.580269296	3.044550358	2.82589912
Eps15	22.50609734	26.30640893	24.40536683	21.18763167	18.7762033	19.99881903	14.92154931	17.54537903
Zfp68	1.468875902	2.147421426	2.917795145	2.895285913	4.764612794	4.623477327	3.641702955	4.218620884
Ubn1	10.14872644	11.28052959	7.264620725	6.822667531	4.479768759	5.570368087	4.240672432	4.17350525
Zfp24	4.500550871	6.060084655	4.946110503	5.909959102	5.138103617	5.456290801	3.930016807	4.938900787
Fxn	10.81572938	7.866265403	8.336940639	13.14668493	5.884489885	6.459719698	5.48046546	4.852693414
Necap1	13.90057963	13.3577338	9.318748217	12.97153602	20.81228827	18.8512986	16.68075853	16.52082485
