gene	UT1	UT2	Ab1	Ab2	L1	L2	LAb1	LAb2
Akap12	0.138849286	0.29226857	0.152016911	0.093233139	1.945646471	1.975812707	25.66093608	28.75126772
Fcor	0.504118818	0.640376555	0.90520024	1.155689233	0.623015794	0.24079099	1.209845426	2.956311664
Mcemp1	0.685410178	0.569414107	0.977978368	1.049652872	4.14120628	3.495928441	18.18180481	13.13660968
Lcn2	0.095886184	0.085068873	0.127322014	0.039857196	46.62846872	42.13306818	167.7025456	135.6079317
Timp1	0.445077875	0.282688749	0.423098364	0.882985017	26.34739407	24.41244624	85.80205723	83.71190395
Myadml2	1.485823883	1.625283185	1.353596644	1.989703832	0.030604285	0.073927058	0.138330784	0.17567217
Cox6a2	0.845409953	1.025439581	4.573610349	5.432262333	1.963354872	0.83285354	3.655549183	4.672879728
Trf	0.941537139	0.827517387	0.917902554	1.186107745	0.166738042	0.17058446	0.507361019	0.472917948
Zbtb8a	2.732284106	2.992286598	2.913745904	2.740132163	0.231490229	0.379566552	0.901888367	0.869747541
Klf2	6.97394553	6.984315067	7.187403494	7.971565151	0.85506416	1.047642876	2.939606131	2.368064659
ATP8	2.99416025	7.656615538	25.78411204	4.099820629	3.112635773	3.70157129	5.371092001	13.37726353
Mir3060	1.082226596	1.848262184	1.760361063	1.469514021	0.980812014	0.758153156	1.576267244	3.152786322
Vgf	0.169195736	0.239234744	0.1474369	0.257876373	5.065714251	4.931693199	14.49451428	12.41071589
Fos	2.604613891	2.330259129	2.121008406	2.363236317	3.648103596	5.290713131	13.58642508	10.30735545
Frat1	1.395136643	1.152383823	0.87036761	0.839882918	0.018685707	0.072218874	0.112612054	0.128709771
Ptprn	0.046508491	0.026257431	0.029474492	0.077914925	0.942632134	1.099625409	2.367044054	2.507452525
Rrad	2.756829856	2.64416456	2.051548607	3.392036123	0.402649142	0.748177456	1.420714556	1.303783817
Ankrd9	1.813551493	1.328398566	0.951167967	1.516349797	0.412189353	0.338529779	0.859090589	0.910915795
Gm5431	0.80940013	1.314431927	1.11336293	0.906854421	0.126474465	0.1670116	0.342997303	0.33878983
Serpinb6b	1.008642843	1.257727486	2.297674756	2.110628259	4.390673055	4.277180354	9.687911302	10.43651122
Cd300e	1.257958402	0.957389815	0.859751366	1.036682333	6.080406047	6.69586294	15.12630414	14.45705582
LOC105242404	0.539930537	0.152415063	0.057029652	0.380857654	0.622788831	0.773689081	1.429838047	1.787440333
Ccl22	0.309074606	0.239930809	1.059353379	0.554577887	123.6972269	119.2495023	278.0563385	277.1650778
Gm7536	16.22511162	12.28125567	15.65463945	30.5316597	36.70666871	29.86892914	118.7858487	28.6687486
Tubb4b-ps1	2.743152804	2.797546545	3.530886742	3.14314467	0.524029652	0.553434779	1.101676302	1.231177892
Snord34	2.309780764	0.996141307	0.596367217	2.240259129	1.395555379	0.224738257	1.635377266	1.869151891
Snora69	0.548548443	1.064578496	1.593347527	4.522321228	1.367147127	1.080802304	2.746435103	2.425616958
Aunip	11.66665735	11.85681606	14.07894372	16.18062541	2.030396258	2.615777045	4.925371531	4.837804894
Pear1	0.72300638	0.740697531	0.521509034	0.547440142	1.407943613	1.487495584	3.525701137	2.541979457
A530040E14Rik	1.16719515	0.900620908	0.849619049	2.38006221	1.663196137	1.446944942	3.309158695	3.087209777
Rpp25l	45.01733927	34.70202544	20.28763243	57.25979039	30.14736553	34.1281846	67.63125609	63.14938398
Procr	0.592640286	0.2746623	0.308313923	0.411798822	9.074660123	9.759682058	19.70343757	18.5994878
Gm17828	39.52741216	36.96818779	21.68268793	24.72976911	18.09506099	17.7399773	27.67246638	44.93918376
A530032D15Rik	0.997430801	1.122290206	1.367217419	2.130474475	4.631537504	3.434864188	7.835120027	8.488724745
Gm23966	0.335793673	1.042689966	1.170440333	0.325686685	1.521633591	0.735125139	2.292584952	2.270932204
C1qtnf6	0.684822737	0.794848504	0.339898414	0.599723947	0.584494265	0.518178882	1.107601923	1.120661015
Serpinb9	0.673557515	0.746393229	1.07530437	0.887668662	1.598324969	1.688431381	2.836401326	3.750072912
Il1a	0.018201582	0.105972479	0.158608302	0.017653736	182.4202029	180.4042525	322.0218558	401.2711187
Mir210	4.409581459	2.662414039	1.707778849	3.801651856	0.148013449	0.572061018	0.743353303	0.679691597
Adora2a	0.375492337	0.255053816	0.170418457	0.079666665	2.897911916	3.144280511	6.003148423	5.90901055
Oasl1	17.50343833	18.8548771	21.51312415	19.32166233	221.0922523	234.0509346	448.9135678	441.8093111
Mir5620	1.283211536	0.996141307	1.118188532	0.311147101	0.872222112	0.280922821	0.584063309	1.668885617
Niban3	1.51390125	1.516037529	1.53028498	2.050774041	0.301847652	0.472834142	0.886594978	0.624800773
Rasl2-9	0.762579807	0.770952404	0.329679804	0.464416996	0.289305656	0.590132047	0.807195097	0.904130727
Gm23969	8.982480749	6.784529984	5.077180362	3.061014726	2.860259899	2.763673159	3.535950845	7.325054708
Nes	3.234029073	3.714725205	3.588334853	3.277907555	3.18473452	4.151142585	6.746950784	7.385130991
Cd101	2.130978916	1.578869015	0.877537347	1.88370137	0.019557333	0.009448455	0.044199386	0.011226137
Snhg10	1.018686535	0.757844066	0.221920465	1.090944591	0.4327623	0.380979798	0.666515247	0.883237751
Il23a	0.191882099	0.291704931	0.09289209	0.286914461	6.543024442	4.438755604	9.235842237	11.59589558
Ass1	0.349773484	0.323518966	0.397742842	0.317591739	4.228868103	3.09550416	7.51975462	6.349231776
Pla2g2e	1.195051964	1.064578496	1.547823312	1.596113375	0.976533662	1.338136186	2.193581284	2.181016928
Homez	1.587558812	1.673895144	1.681983721	1.135657949	0.154352945	0.255669729	0.393132845	0.379715976
Ifit3	0.236787458	0.279718762	0.430614724	0.688981318	3.648171035	3.263534344	6.494650117	6.469729182
Wnt6	1.475224941	1.145198948	1.133152126	2.400602088	4.523458472	5.432883318	10.22856858	8.38219119
Gm10029	2.123131813	2.78919566	2.53004274	3.326445374	2.861593354	2.764961585	5.005245572	5.49417374
Rhod	1.331126085	1.277432085	1.010762407	1.809518265	2.336781761	1.909095111	4.532113193	3.358802698
S100a11	663.5434116	612.504092	2350.136153	962.049788	318.7155356	329.1953673	611.5862926	591.2153036
Lsp1	20.46838965	21.06182343	31.39803088	23.62071957	12.74449008	11.22865999	22.7163827	21.516561
Gm14586	0.528381221	0.307631874	1.432450669	1.452019806	0.678394976	0.925392823	1.843807702	1.099501112
Gm7324	3.55611408	3.264967549	5.233515828	3.440563059	1.376684233	1.599310372	2.637705268	2.81377704
Mblac1	3.09030301	2.15373671	1.579826	3.157143982	0.286295128	0.853936649	1.287797083	0.800248516
Ccdc166	2.370763108	2.272158229	2.326386048	3.364819891	0.705698799	0.785366277	1.360704769	1.367142831
Isg15	11.83183097	9.859390065	14.28142546	22.00956338	225.925792	216.7749141	421.7319268	378.0579052
Tmem238	4.369518085	3.605214682	4.337027747	6.199589776	1.335103942	1.771043665	3.466227006	2.143224892
Cox7a1	1.141698488	0.964488219	1.248469688	1.139903399	0.304326718	0.764530145	1.222711975	0.69874837
Aldh1b1	1.626071363	1.474705277	0.835640748	1.379987492	1.572884435	2.724633524	4.113351	3.611416186
Gm4332	3.946060907	2.861746992	5.489680886	10.77684064	9.317147186	9.138922759	16.68462933	16.47662794
Icam2	2.056912609	1.941010635	2.488517616	3.614797206	0.222331127	0.322235001	0.523939145	0.451580814
Rtl8c	1.881616915	1.356342029	1.665664048	0.825587321	0.609032896	0.706160109	1.182691788	1.165306665
Odf3l1	0.701541376	0.469849192	1.022865671	0.333542069	0.648267175	0.73478741	1.051850615	1.416891556
Tsacc	0.613910555	0.614526022	0.506804874	1.018503101	0.380682073	0.424415773	0.794158025	0.638738956
Fscn1	0.053680164	0.074082222	0.180177346	0.156193366	1.535172695	1.692252213	2.823360486	2.90425991
Ap5b1	18.4089519	17.87945936	16.3720027	14.9535163	2.364008443	4.062923322	6.51220666	4.850440496
Creb3l1	1.13877013	1.46264006	2.926850249	1.124576231	0.281470063	0.453275393	0.691092967	0.60318386
Slpi	18.75663777	12.59865497	13.39046561	30.90587241	412.7768971	363.3884295	734.8387576	631.6307767
Gm10163	0.4855395	0.492893204	1.128262303	0.79695058	0.372341525	0.850360972	1.29198204	0.854913547
Cort	0.557258776	0.947584936	0.894110377	1.261133894	0.673384673	0.650645471	1.570155425	0.74545201
1810021B22Rik	1.548030716	1.181520247	1.058001218	1.892567452	0.778115599	0.945495491	1.373669536	1.637707305
Inka1	11.28249312	9.192764243	7.70995507	13.30934417	7.464692125	9.526102585	16.24059776	13.38804296
H2-Eb1	0.683851415	0.351519	0.408008436	0.663268306	0.653269236	0.550285032	0.925367795	1.173027421
Id3	5.807768123	4.329404766	4.708337493	11.98585193	15.74512695	18.07693651	34.04068368	24.81766162
Snora62	3.014255285	0.374388679	0.980603813	3.274353388	0.874173392	1.055817314	1.975623543	1.379910792
Mrto4-ps1	0.971752425	0.851072185	1.013245272	1.256671788	1.219417322	1.11278166	2.177478745	1.866559447
Gm22935	6.909600576	7.777564821	11.23922832	3.518355684	1.878632242	1.36139521	2.201469397	3.414796724
Hspa8	448.5392677	454.7050395	880.2947236	608.7099296	397.720845	363.225827	639.5576073	674.5069927
Gm4540	1.17253828	1.202799993	2.724661412	2.152644747	0.910851996	1.13678792	1.829792745	1.699228992
Lta	0.064949246	0.181509479	0.256571579	0.37796611	30.96188785	33.94311432	57.14951791	54.45273296
Gm13337	6.176159913	6.273065522	6.992536568	4.08824648	2.277772843	3.177917384	4.596292441	4.784278366
Wrap53	9.836295602	8.832903812	8.553618064	10.69790732	4.713890988	5.386306817	8.993781861	8.312377711
Rpp38	8.930758211	8.231071646	12.57979984	14.531346	8.421993676	8.983059885	14.48611532	15.2832765
Rsph1	1.584373427	1.118117794	1.369210448	1.168389115	0.557747473	0.550379405	0.95357275	0.940025368
Hpdl	1.991680876	1.940377247	0.717359679	2.598181781	0.54151262	0.601710522	1.124095238	0.828892191
Tha1	0.203726368	0.23962162	0.258220857	0.449078291	1.119002022	0.989311708	1.770253742	1.830612677
Ercc1	4.250148397	3.496580866	3.535838419	3.982202824	11.47187493	10.27540008	19.89157047	17.23753383
Sh2d5	1.023138182	1.096288134	0.613907429	1.160062882	1.101394196	0.992694119	2.01579925	1.559292487
Ifit1	0.635808125	0.420059587	0.715146682	0.715076019	3.144728519	2.925997336	4.698015263	5.665162923
Klhl36	3.594528423	3.571458316	2.50759794	4.015247587	0.75873504	1.022323665	1.433314833	1.598248731
Mir6973a	3.454800288	1.787945936	2.408406069	2.010488962	2.504842989	1.210129076	2.725628777	3.594522867
Gbp3	0.066027424	0.140954758	0.089500746	0.128080154	14.24691783	11.49159326	20.45599006	23.28282003
Mrps12	20.10693768	12.81957236	9.934675036	23.90806458	9.972406149	10.51299634	18.83828812	15.95968153
Dnaja1	19.2849042	20.12300102	28.04010979	31.82765491	16.04562534	16.95316648	24.76850793	31.22690191
Mmp9	0.502551904	0.350718301	0.754937873	0.536660612	23.84944599	24.71104773	44.63900647	37.21402719
Ovca2	1.7628539	1.185669316	1.016281213	1.553171748	0.365875942	0.382980925	0.624750866	0.637051768
Egln2	14.61577939	12.06825194	9.936968756	17.89718127	6.518406585	6.781476902	12.69169571	9.626132239
Gpr65	3.533948444	3.242153486	6.042937993	6.122484673	3.722155519	4.455661333	6.268024031	7.453118947
Pfkfb1	1.001780278	0.999861028	1.137952382	1.153808121	0.510696143	0.681431907	1.054425471	0.939927015
Gm26448	1.769946946	1.511386811	1.645150944	1.888341029	2.325925632	1.704910914	3.383539171	3.314752122
Gm33887	8.120119747	7.02704333	2.980947047	1.802686485	1.830088773	1.749527695	1.687061819	4.257698404
Cd36	0.04003334	0.116540209	0.168610787	0.223263213	4.712105048	5.565245415	7.981005488	9.075018791
Rab19	3.182364608	2.922014501	2.822804828	4.35882517	1.106106856	1.338441174	2.13896963	1.898820969
Sqor	2.560138979	2.209365318	2.422559288	3.041988604	12.39848213	13.27793683	22.51246569	19.88605526
Cd80	2.532462842	2.093968116	2.964925862	2.446827866	17.02894135	16.60684019	26.99719478	28.52942611
Upp1	0.219866943	0.199126666	0.37253944	0.462039959	28.59429635	29.68241129	53.23941084	42.93044425
Ubox5	3.264894525	2.814166078	3.008531127	2.736088888	1.932787978	2.419608127	3.513791798	3.668022332
Ppcs	7.275529579	6.586324954	7.672886626	10.32426793	3.611343723	4.195114129	6.745294393	6.125694048
Dnajb5	1.237814901	1.231080295	1.068960106	0.889411054	1.662159119	2.011513408	3.115922655	2.915826569
Fut7	2.349557597	1.841698196	1.958768758	2.804155447	0.829629525	1.249182073	1.833289164	1.57945319
0610009B22Rik	16.70489406	12.81409028	16.27162257	23.15084083	13.11654254	14.37604241	23.5310797	21.50086544
Bcl3	2.3953282	2.242626006	4.427574794	2.703396875	16.09070654	16.3990825	27.3752243	25.6772381
Gpr84	11.59130559	12.00566828	21.21165832	10.4444416	8.570193229	10.29626924	17.10272805	13.64209989
Pnp2	0.65656444	0.509682887	0.460333863	1.866490488	2.010819135	2.170912085	3.637606647	3.168253678
Gm53056	3.582137338	3.497027791	1.450379486	3.000548481	2.902136816	5.037939173	6.42293186	6.49403225
Ifi202b	2.106674919	2.826998548	6.580422004	7.023086958	30.21236224	32.64995277	44.73436222	57.44034833
Rtl8b	1.574850521	1.607409837	2.541337573	2.050742258	1.361195114	0.995999093	2.097318247	1.729572367
Cebpe	3.329525499	3.382545905	3.431153852	4.043658702	1.154528759	1.254984787	1.686771072	2.214063884
Gm8355	3.174642861	2.234517904	3.387402663	5.691379023	3.170736333	3.047455395	4.802498926	5.257892491
Rnf227	3.574000029	2.955394729	3.319997218	3.70087124	0.704148558	0.514057714	1.170933266	0.790415024
Gm25432	12.6346982	12.6816451	17.11688599	19.67407056	10.01937195	8.622169664	12.80446486	17.20235944
Hdc	0.25306723	0.360163785	0.222155889	0.250904659	30.44781909	27.30205752	46.268711	46.58983231
Spryd4	10.06627975	7.224069619	6.131318041	9.807325184	6.243119401	7.165217831	10.80609362	10.74496665
Apip	12.61140297	11.42175623	16.96962916	15.89090476	6.496310291	6.308402871	10.20475414	10.373793
Engase	3.292190089	2.370063056	1.554190028	2.984707379	1.086688249	1.259383943	2.00952029	1.759541132
Nkiras1	0.670700621	0.820351665	0.71844275	1.091593109	1.091164529	1.060047506	1.80782007	1.647549654
Dcxr	8.966777112	8.082328333	6.057506174	11.65169739	6.518284596	6.366929114	11.02164224	9.656195521
Ptrh2	12.10283166	9.257244217	8.410453379	16.88459813	4.73576876	5.510105603	8.578942682	7.859747894
Pla1a	0.921050789	1.159272462	1.42338517	1.30963658	3.27412528	3.155732318	5.730739648	4.577514835
Wfs1	0.683114459	0.659184081	0.837780194	0.391090626	0.343944641	0.660506152	0.855042774	0.750227324
Tmem51	13.61504549	11.15678264	11.49955026	10.65898699	1.319885265	1.241753782	2.119448937	1.963855587
Ndufb4b	4.899534954	5.896819577	6.972327084	6.151897867	7.297407269	6.651872297	9.265985355	12.96156068
1700113A16Rik	1.182534035	1.121983627	2.234394461	1.390231729	0.562923491	0.857711167	0.989490234	1.267642905
Clu	0.585416261	0.649216331	0.819853099	0.471473408	2.941751156	2.924801347	4.491696651	4.818354889
Mylpf	1.336376609	0.787908379	1.002368628	0.85316418	0.459928797	0.503650708	1.000937121	0.528009009
Irf1	3.285667172	2.701485105	3.035096554	4.089764465	1.515508777	1.733452819	2.690658445	2.463988908
P2ry6	21.13232049	19.64127044	33.35896844	21.14205215	15.1535626	17.20294679	27.26950523	23.96165968
Tuba4a	49.98249353	48.11946579	68.1455493	51.22754124	21.85967881	24.28824858	38.02329471	34.98914969
Rtn2	0.199828361	0.173374212	0.132020224	0.182412957	1.406208474	1.218047041	2.097277715	2.050563579
Dtx2	2.802554432	2.851865301	2.799075655	2.32174498	2.169474719	2.503377085	3.853555361	3.516621092
Usp27x	0.797696351	1.003823631	0.751208063	0.329834833	0.205468541	0.4080898	0.412761731	0.554761136
Tnfrsf13b	1.393614785	1.02775369	0.824315759	1.30866101	3.639794766	4.176993484	6.839060076	5.483548566
Pycr1	2.437938867	3.047913936	3.744913326	3.852372751	1.621941534	1.519196349	2.917496419	2.033029249
Fpgs	8.623370525	7.73961447	8.256909603	7.263918125	7.125823715	6.967949954	11.57065977	10.61906387
Abt1	6.365950226	4.882344288	4.87626561	7.136273284	3.507679589	3.689318558	5.435353974	5.868365116
Mir8116	2.037263675	2.731686471	5.164417138	3.053732376	0.839251517	0.648728989	1.180169161	1.156176427
Srsf3-ps	2.863979369	2.404112201	1.815030661	3.216373392	1.03078779	0.731985017	1.397118641	1.368715344
Magohb	1.128032466	0.900002088	0.679581247	1.529685982	5.092695309	5.542672592	7.368705704	9.302290806
Cxcl14	1.297961093	0.755693405	0.936822065	2.183990381	0.659457842	0.568303638	1.074139419	0.849149463
Fgr	16.5512032	15.81603182	17.42556294	14.19919756	20.12952258	18.94072853	30.6119933	30.56060923
AI839979	1.457297576	1.963489719	1.479101909	2.241999812	1.510496227	1.796858324	2.302489204	2.875618294
Gm26698	0.381259794	0.651128019	0.567004485	0.384575704	0.718707071	0.320509568	0.832959558	0.793358188
Fbxl15	4.078099569	3.755482287	2.291678179	6.126920368	6.353158886	6.815504408	11.44036173	9.151633888
Coa7	2.444466327	2.085921449	1.560992352	3.556336227	1.767244456	1.91999186	2.900448384	2.844256059
Batf2	0.313425181	0.597210807	0.910394047	0.83597651	0.813428393	0.998044598	1.653533715	1.163587815
Batf	0.306656526	0.19837807	0.237528906	0.223069899	5.755259797	5.60566904	8.967822703	8.694348056
Bbln	6.728524926	5.720232376	6.105348125	9.869854004	12.6190531	11.20604679	19.9414043	17.09573222
Actb	1160.057715	1265.695137	1571.938503	1014.267542	1239.404071	1267.765369	1961.970469	1934.931525
9930012K11Rik	1.478569088	1.406452989	0.943633599	1.811097347	0.46554462	0.522768279	0.827799157	0.70779322
Tubb4b	219.6663946	195.7913831	195.3131198	231.0881176	53.14873744	62.93424626	95.82778185	84.41619891
Slc25a35	0.957610132	0.974739305	1.356707036	0.68711299	0.177116991	0.201084815	0.271302728	0.315168391
Slc29a2	3.4227478	3.747577337	3.236744539	3.313953752	1.607647737	1.886967339	2.991147286	2.427791721
Nudt17	0.521537516	0.298975864	0.41018558	0.669265047	5.250213553	5.536651296	8.144018096	8.581903278
Pin4-ps	0.545770982	0.211837645	0.211370659	2.205599705	1.030473381	1.035502855	1.449068464	1.750851138
Rbm43	10.30273143	10.63029945	13.70648012	13.24189122	2.578570802	3.316020236	4.316700341	4.813083867
Polr2l	11.4866875	8.883165572	9.411758991	17.14967393	8.446634175	10.26849527	16.5123547	12.4723408
Adprs	16.92698595	15.72655573	12.10203777	19.74746936	13.26200506	12.81416679	21.34249927	19.00870832
Pxmp2	0.568890447	1.197029804	0.608791534	1.118055251	0.678394976	0.15731678	0.545125755	0.747660756
Gm9396	3.231792016	2.976125881	2.650520965	3.042327213	3.158664439	3.162982875	4.9609328	4.812983705
Hint2	5.214505058	3.450271255	2.710760078	8.893149877	3.224578718	3.871627244	5.670723767	5.291884575
Tmem250-ps	12.02487556	10.53109517	9.507529719	10.63839884	6.812910642	7.134059367	11.40746446	10.10983081
Gpr18	0.527675772	0.316530883	0.445882032	0.314055018	2.108549405	3.413081004	4.781677186	3.730817192
Bcl2a1a	3.114804069	2.298787632	2.981836086	5.616604085	74.78745495	80.90577249	123.8813255	116.1430278
Anxa1	20.87786491	19.76199261	32.57484348	54.07439475	86.98370596	86.80795034	131.6728697	136.1315329
Rpsa-ps2	3.143868262	2.551480121	3.036051287	5.662877243	2.70124545	3.12845869	5.073386291	3.908226681
Ccdc86	9.57052677	10.02110564	12.11377365	8.371117995	6.071012332	6.427265044	9.703502794	9.546465062
Gm8494	1.121899461	1.640038	1.895993099	1.837105351	1.254452997	1.173815389	1.525291043	2.213269879
Dhrs13	7.105612631	6.515685846	6.610974667	7.538396675	3.7579012	4.974633302	6.468345262	6.955867739
Hexim1	21.45515001	19.57624307	17.10439195	18.96474967	6.745517084	7.350452116	10.86508158	10.80310964
Zfp362	7.934720872	8.444353833	11.61274696	5.041153953	1.755113608	2.02573704	2.775640314	3.03155369
Gcdh	4.872849034	4.00554424	3.448492351	5.093141368	2.069178576	2.182099125	3.111611065	3.40709604
Srp54c	3.817924272	5.09284765	8.035073956	7.406018648	6.585013508	6.604540263	9.425197368	10.79304346
Sertad1	13.47372112	13.64506061	11.30612849	17.657598	4.445909933	6.578276061	10.00208417	6.88415317
Dusp5	1.634499125	1.595920687	1.806223395	1.40211213	7.979439169	9.720179522	13.86731147	13.23447214
Rpl35	65.04155682	66.06640325	111.5125002	90.88403743	83.82141181	88.69826821	127.8519761	136.0670281
Gm6756	1.364006336	1.790594745	1.417292461	1.667133851	0.974878706	1.029356708	1.827180773	1.234563286
Acaa1b	2.783561822	1.364744054	0.542566505	2.921801322	1.186672558	0.71361842	1.366982016	1.533809656
Mul1	6.656018235	5.313417733	3.209201087	5.758710551	2.104381216	2.764842406	4.104796938	3.322417486
Sbk1	2.443202669	2.24854764	1.836512712	1.723746603	0.087261167	0.154576559	0.164341172	0.204529796
Hddc3	5.468010798	4.976220602	6.248032699	5.220347764	3.635837657	3.729762065	5.324181881	5.902063719
Ebi3	11.22420905	13.10003508	17.50859733	10.10122617	40.66137236	39.42462108	63.74286779	58.21258142
Nsfl1c	28.42603058	28.91496635	31.78545565	30.95690121	29.00869589	30.5750535	44.01131256	46.61335936
Camk2n2	2.936178835	2.484566235	2.279684134	2.415909019	2.686254932	2.083746658	3.749586915	3.5037549
Uqcc3	20.8971233	14.77832049	14.16099744	25.93473622	10.78821536	11.32450876	18.48514133	15.11713588
Cnksr1	1.569691714	1.233453145	1.220808783	1.534874003	0.830332225	0.835955784	1.574721333	0.9532408
Gm7935	0.787197061	0.654740765	1.045275874	0.777137361	0.356714729	0.455455466	0.793375512	0.43876805
Rpl10-ps3	0.84210757	0.726353036	1.984008125	1.815024758	1.335590109	1.392908988	1.703517985	2.433791525
Gm23318	0.332684472	0.516517715	0.579801461	0.484006602	0.904526635	1.16530948	1.059966746	2.076835434
Tspoap1	0.17777728	0.234904361	0.180184642	0.269645535	1.741444689	1.970807117	2.773547506	2.847313176
Pelo	1.145266296	0.941353535	1.095824762	1.19791634	0.376509212	0.560441028	0.623487583	0.794389554
Gadd45gip1	2.571568266	2.214357421	2.719998835	2.983219521	1.096747612	1.173252648	1.829471761	1.603843242
Pam16l	1.978379419	0.842208281	2.224460313	3.187737976	2.140016834	1.983923866	2.643327375	3.585584445
Gm11353	18.88183354	16.01452054	15.47986676	27.51195422	24.01972643	21.2013842	34.08992164	34.19325708
Saa3	0.744518742	0.433470546	0.304362394	0.982871427	69.57427279	55.42307581	113.5664712	74.91669801
Tusc2	6.199672988	5.961222097	6.899150159	6.354721975	3.219810777	3.66631823	5.552037105	4.827333455
Rps2-ps6	0.693384479	0.962354058	1.245047348	1.161615845	0.533194648	0.735984935	0.994615413	0.918179876
Cebpa	11.70857506	9.263811838	7.332420906	10.70837065	3.897425462	4.756505065	6.830615971	6.204506467
Gm9333	0.583895196	0.653553027	0.820399346	0.908747089	0.664550181	0.380509218	0.852917848	0.720534743
Nfkb2	15.94664667	15.5979561	10.55481508	14.0032486	69.91730421	76.21490067	117.2555511	102.3222023
Myl6	71.30178789	52.67265165	59.69753733	109.9088327	105.8628229	90.31770068	159.0990654	135.5677627
Hyal2	7.310369999	6.602423374	5.520879021	5.778095213	4.301514455	4.452451831	7.081834137	6.062114241
Cptp	4.900740697	4.180189878	3.821681392	4.650322568	2.752645839	3.403013399	4.473291082	4.767751778
Gbp2	0.042841721	0.077600833	0.033184185	0.027701491	8.658433813	6.921688206	11.29684296	12.08708317
Coq4	4.735688586	4.648659434	4.280193664	5.479997079	4.253590389	4.188634473	6.456829335	6.208509812
Hps6	9.52830291	6.946833902	4.619273456	8.110832315	3.053540778	3.935869923	6.017648529	4.466053093
Srxn1	18.0605198	18.12482641	11.69471883	15.25547617	16.32189445	20.20014396	29.23961764	25.49205026
Pars2	5.092201433	4.584052984	3.325894096	4.961458755	1.762862187	2.71007898	3.382810117	3.316626982
Phgdh	190.1641037	151.0272035	165.6982084	244.7663829	126.5056543	128.2960738	201.1658761	180.4490965
Rpl14-ps1	3.356394032	3.05401975	3.675923506	2.508236357	3.191469168	2.240499315	3.380948406	4.751595925
Gm8341	8.195529995	7.810795106	8.359590529	8.319582818	4.666406494	5.129038942	7.583320113	7.076576308
Sik1	1.613451637	1.801321569	1.34597978	1.045522151	1.348067165	1.20140615	2.144182544	1.667780179
Ttc39a	1.164938368	1.319521601	1.285399977	1.115662853	0.106241301	0.121901257	0.146730424	0.194385698
Zdhhc2	1.64115513	1.697837083	1.967213496	1.969997928	1.661135021	1.610732587	2.23059779	2.661039324
Ifi47	2.876718461	2.667386873	2.844379833	4.565671659	1.810516313	3.008929918	4.166145077	3.03841108
Zfp943	0.709439558	0.909140249	1.199338584	0.902885696	0.312974531	0.348424126	0.488631319	0.499898542
2810414N06Rik	0.88770656	0.93030615	0.64462176	1.194620372	0.724068264	0.660749909	1.030317981	1.039059112
Mterf1b	2.035503679	2.497635003	2.456527243	4.050371038	1.951873265	2.874941152	3.263581825	3.948720004
Fndc10	5.246776139	5.500189573	4.038019148	5.438967647	2.038989012	2.175970413	3.286038432	3.004617993
Ccne2	7.931312043	10.65400917	9.686914712	12.33905243	1.234504163	2.430645525	2.04012729	3.417419337
Syngr2	87.01272455	83.88788637	103.7883791	93.43943671	62.21982031	68.02001984	98.85008418	95.06784365
1700037C18Rik	1.408470796	1.149560033	0.918483133	2.240799081	1.362255793	1.828131157	2.427473537	2.322683323
Gm11127	7.111130593	8.830377629	6.118976134	6.469266814	7.995369361	5.946199714	8.140382373	12.61399379
Cd40	1.070724364	0.986782375	1.023419373	1.314747235	51.40664408	45.19046899	72.50684702	71.2813092
Oas1g	14.70977189	12.18783146	16.58232179	26.06934021	60.6937372	58.98034656	95.8862226	82.19475623
Grwd1	25.35356501	24.23088306	18.14324767	25.38669922	16.88303141	18.59963095	27.37289221	25.41574059
Gm12666	3.268494304	5.457915591	11.66584825	2.668371476	2.109772858	2.059120155	2.14054616	4.061246255
ATP6	94.20393173	164.2185022	638.5376479	216.2038301	159.2763817	144.1492961	163.4176548	287.7560709
Fam120aos	3.032670349	2.578436503	3.406100545	2.577218434	1.177920537	1.707215858	1.419780906	2.869839318
Ino80b	11.64228684	11.39125706	11.65422761	13.65299426	7.926240925	7.865838992	11.84981645	11.62063691
Rpl21	38.86243877	38.83544781	67.4193139	49.58220573	48.26500916	49.16612066	72.00950897	72.74299359
Pinx1	11.84431943	12.56284685	24.62696278	15.33798517	11.27822933	11.5279408	16.05964006	17.81745508
Gm3362	2.891356464	1.586130579	1.791661167	5.197358447	3.878206473	3.47717346	4.667493055	6.257246674
Znhit1	21.17161054	19.65183286	29.3903231	25.45250202	12.58750936	13.78636296	19.6596966	19.4653076
Hoxb5	0.986589774	1.226405127	1.401013437	1.125758356	0.572715357	0.796183272	1.144646687	0.885599604
BC051226	0.786786635	0.375370766	0.866528096	0.747207272	1.277561342	1.327719173	1.79055905	2.072098127
Afp	0.458725264	0.451339559	0.328462348	0.69324461	0.758964451	1.00424904	1.500390663	1.109947679
Gpatch4	18.3173596	20.72804376	34.11990617	24.49504601	19.9343328	19.33832749	27.90901293	30.21044434
Slc11a1	8.340009117	7.934715859	7.030855613	6.494702355	10.43245132	11.05251222	16.68923466	15.08942863
Tssc4	23.40800403	21.51233292	17.61465122	27.32158243	15.12545026	13.48064113	22.00889838	20.18076188
Dynll1	48.87023717	38.05208578	54.15673555	59.90533538	28.33563386	28.27253491	43.39004823	40.05943269
Ifi35	9.913496415	9.044293976	8.339472087	16.48593188	14.33939213	15.99584629	24.04298135	20.66132577
