"","UT1","UT2","Ab1","Ab2","L1","L2","LAb1","LAb2"
"Cfap97",4.98801811784832,5.30965088981208,5.26580544706244,5.19461606674502,4.45727232403464,4.70706103907802,4.43622889877399,4.56711723957804
"Kcnk13",4.74955198747446,4.58283989234406,3.96030353228052,4.39925586170206,4.9613310189308,5.01288180682932,4.93252669730577,4.85741308464683
"Fgfr1op2",6.179918851183,6.40153352001939,6.44596347282268,6.06365113752744,5.55312875880437,5.72841627956603,5.54641986731286,5.53876786596905
"Alg2",4.9273429667015,4.90944799606101,4.49239505321327,4.39760969952869,4.77069979203766,4.84004454046299,4.6841301772716,4.75047933703954
"Anapc7",5.64983432025662,5.54841228674232,5.35930635083922,5.52104120122987,5.28997694338056,5.36761747592509,5.31359169944817,5.14441060496717
"Pisd",4.81270932705042,4.8064586008417,4.42337757824432,4.50185962343279,5.11364095334432,5.18659320816915,5.0597648974841,5.05272958175472
"Zfp729b",3.42727876399239,3.80207539364791,3.87379611379118,4.04995171096243,3.46198466478523,3.66636936882337,3.44878217352409,3.57653567704557
"Parp1",8.41408857558759,8.42367614468613,7.86533627554388,7.70367267518307,7.00337113959745,7.06612789784403,6.91373460198431,6.93763393398577
"E2f5",5.43348440679551,5.66219961956536,5.65137463448231,5.37707855570617,6.18081609143039,6.20434883079597,5.87066114639704,6.28139851518107
"Edrf1",4.37371240708457,4.618000791171,4.11106134640631,4.31811383646655,3.90680872818941,4.18077312964368,3.91002690878013,4.04446229498901
"Mrps30",4.8322000444022,4.75786804607267,4.88582665017237,4.95436679101674,4.87034495519299,4.86430818120498,4.74967454780864,4.80595629260379
"Tex2",4.87404197271056,4.96300192425813,4.40980085747029,4.19986434281191,4.07253166689822,4.12983343197984,4.04127510729485,4.01595816846206
"Tyw1",4.67612668807126,4.75719830996342,4.48378994851126,4.51151675747641,3.97882023503623,3.99812628864215,3.94666921268233,3.89101776735342
"Calr3",3.26265849090963,3.47618637861635,3.2790501364237,3.35745177150486,3.52392060240415,3.40509501685324,3.42275143984274,3.41183072923013
"Atp6v0a1",5.2583302695013,5.55365073924092,5.19433761345885,4.7253424289442,5.59111658934221,5.68485469008461,5.54320553206355,5.53218652583815
"Dhx33",5.18719471710178,5.28099336868072,4.67216225249398,4.58673672034074,4.15960006859487,4.37625390564818,4.16237653251565,4.22454003062146
"Mbd6",5.52757365234548,5.76554735257626,5.52422193368337,4.8773486248704,4.91009226690571,4.94962181013105,4.79581542980267,4.88136175807865
"Dguok",4.1786421280632,4.16158023836359,3.86955022024547,4.1375611968793,4.17723916214132,4.30302878668308,4.20116945671558,4.12530408746275
"Tpr",5.78485150830674,6.23538788681097,6.57625674427837,5.96121969111041,5.7338393063776,5.96608588356721,5.62938324615028,5.86485528834099
"Vps37c",5.55935425381296,5.50544261084716,5.37022964383013,5.13343822687448,5.42450834075169,5.53213136233154,5.43037453349331,5.32515678919156
"Wdr45b",5.7330565443772,5.73112169643563,5.41595230970918,5.63565844430586,5.43745187189758,5.4811193897851,5.32184870863223,5.39860852267626
"Arhgap31",3.51002759160139,3.55792054316445,3.10777160605646,2.97568904157284,3.1101056099226,3.15364297388928,3.0907731146935,3.10762603846406
"Exoc4",4.54154754641844,4.64498246137767,4.48793936804017,4.19570545952631,4.12086921974777,4.18955198041321,4.05532312421369,4.10626217807121
"Gdpd1",3.70786820600789,3.81515270648921,3.76877825217458,3.62672033882328,3.85567045887497,3.97057093371569,3.69831604573477,3.98429266380907
"Als2cl",3.55750505421433,3.56690717026873,3.252799685898,3.18129308576449,3.01425110122238,3.17897116231579,3.08560113371027,3.04770334773203
"Pkp4",5.40287759075643,5.72904915346223,5.35450915090227,4.80481040533308,4.95551710852446,5.11789755824428,4.94456803873106,4.94399139072033
"Smpd4",5.31791828194901,5.44218611241844,5.27974546593628,4.94309610517057,4.35898638604855,4.39539058461292,4.26846011292535,4.3248054741654
"Gon4l",5.09109943028525,5.26997011204691,4.82626712535818,4.40353824966548,4.19591376821271,4.33060540339979,4.15783086251291,4.21485777387495
"Hnrnpul1",7.62708502811078,7.87729419055882,7.71200203796552,6.87030120313178,6.69915615202336,6.6986711574636,6.44620038465973,6.72364553024549
"Parp12",6.47143863801143,6.46194585724406,5.97659237431171,6.07176314231122,6.59578176381066,6.59011175769895,6.42438731514202,6.543365170129
"Banp",4.16736426380312,4.17342197791775,4.0775104775294,3.98117804228145,4.23159928215394,4.37100084238372,4.2697018400645,4.17384735077099
"Arf6",8.62394596938889,8.73700179924777,8.28318567679857,8.20488576869926,8.05857611734783,8.09887064991188,7.98070379623396,7.94771964385408
"Ccdc17",3.10017349630263,3.22184899905679,3.26443882246836,3.21773679913305,3.16946796193331,3.16341226046056,3.13123412342462,3.13214286454613
"Ifi44",5.59970476421031,5.9048004377686,6.31805160615199,6.09994163775308,7.4620491996945,7.57480673803205,7.35106256093381,7.46038083770277
"Tbc1d17",4.13650493286613,4.09997970994744,3.99819865374217,3.89222001029668,3.8994651675185,3.86005171324348,3.83494965480016,3.79170258665795
"Zmynd8",5.95626889586942,6.23250960783653,5.91264010428502,5.25254567459928,4.9492180656512,5.0336444161591,4.90449283894346,4.8914602840786
"Pla2g6",4.35675836112278,4.49070367266714,4.15933545030645,4.00906993820734,4.67855730808811,4.91620269981328,4.80867973863342,4.60211456226547
"Pitrm1",6.47650966610683,6.71677037367712,6.67351269453358,6.07480541039618,5.94301393793598,6.0682454281247,5.83122370209346,5.96880388149816
"Sfswap",5.36571681729655,5.45107550037689,5.27182657062588,4.85974018816161,4.32652144625073,4.5838485442856,4.42944958779611,4.31912235895319
"Rnf141",4.04164142875637,4.15270576486741,3.93374568977582,4.04186104771824,4.25413786943448,4.27358921719007,4.15942583912149,4.21193304589338
"Mprip",5.78306119649464,5.89096075334903,5.41980046293051,5.18038557730149,4.68665127136572,4.74240562731003,4.63097114533144,4.62032283627195
"Macroh2a1",6.87631284976468,6.95049927345563,6.73023627378892,6.45335026014574,6.29387949768998,6.29963845066465,6.14904629516529,6.22842533107143
"Lins1",4.10166476655021,4.03722187460637,3.94129190365624,3.76271484412478,4.18925433913,4.21145930430931,4.07357020821805,4.17299349389405
"Ripk1",4.77568273930204,5.02754412954255,4.88339969948829,4.63546916178817,3.97663493471882,4.14431397270539,3.95591514170565,4.02217294386462
"Got2",8.51365873535496,8.45029376136788,8.28458541978693,7.9621326144773,7.75365462866059,7.73560098017449,7.63608177374145,7.6245768263845
"Ncaph",6.66942625509849,6.84821595914647,6.88794091643606,6.3867436338473,4.89662867840408,5.1451033850235,4.87270991703878,4.98632932679153
"Adar",6.36017007510486,6.44614228475155,5.76435896904312,5.58471965680942,6.15248448222136,6.30752960418076,6.13439110348197,6.11160730368843
"Gm15446",3.15481611940055,3.30832926794397,3.31037322351315,3.28977136325733,3.20214153433153,3.13779963567775,3.11482343553436,3.15624324845458
"Ddx21",8.40639891139349,8.65888716215823,8.23112136399588,8.13122531278017,8.37786917076767,8.3882763039536,8.1380815431786,8.388944827451
"Vps33b",4.80953269744364,4.74773318930703,4.5346744215486,4.57507854598532,4.66407012540812,4.788262004724,4.71121557969699,4.55696916116476
"Zfp74",3.66421018234497,3.74868503808598,3.66242884665042,3.57072834589305,3.32097333621889,3.32349754254606,3.29554077417803,3.26134727312887
"Ints12",4.03813253511323,4.10860841607673,4.30642069923178,4.23720333355562,4.2346516431478,4.29288733331831,4.17695903287553,4.19296337312668
"Kat8",4.40724233996044,4.55950387227492,4.20286979064837,4.48672301408825,4.10054441062877,4.30037340194646,4.09119599708485,4.15958809545403
"Cnih1",7.54012736649064,7.50667097051967,7.4404158884378,7.46824396837061,7.20053025108967,7.27088595257911,6.95330720687516,7.27727307145304
"Smarcal1",5.13523953113267,5.13026044328741,4.89065263663843,4.90386051306936,4.31774972874398,4.43346912762741,4.26725556662648,4.32059916367195
"Deaf1",4.70760507995124,4.87633161902791,4.7765650572207,4.5631906930915,4.32392602260006,4.42583639201289,4.24136301831419,4.34378685270711
"Qsox1",4.83073769934508,4.78566479391399,4.35246582337483,4.48124232145693,4.97080838285163,5.03990424504706,4.94215484662614,4.87632560151838
"Tceanc2",4.35207248696025,4.39235286434038,4.18754367866151,4.45754947408345,4.2441943248029,4.45584096621912,4.26970242532896,4.27161043037127
"Phlda1",3.14364565391429,3.35111715889778,3.59986169654717,3.18057518522528,6.30498015037128,6.57706737129731,6.2473267594372,6.42020953035107
"Gtf2ird2",3.88439640872359,3.95572435345686,3.66169928986653,3.78165934619842,3.40921186834071,3.54239543731587,3.41742742653978,3.43290764194606
"Maf1",6.94030381733139,6.78638007710702,6.29931737848486,6.85446201427173,5.90748046720604,6.07216207848224,5.95940454425714,5.80160863628278
"Flii",7.0003262146953,7.13383020536351,6.79521891471161,6.32593683198927,6.46723490904153,6.57014814955017,6.46881437425398,6.34243351811749
"Gsto1",6.55882421518023,6.51770359860529,6.53052612247809,6.47673991247636,5.67180641124076,5.69236092568089,5.60924290750226,5.54413494835476
"Abcd1",6.2706561250479,6.28439824398615,6.09425540699594,5.79376116921127,4.29671057373846,4.51062970136683,4.35446669388496,4.28942674013405
"Dennd2d",4.82066468684454,4.84766369276522,4.58520987492913,4.75187295351132,4.47113330290864,4.6722378878649,4.43968597385811,4.53297738650891
"Csf2rb2",3.60964854310677,3.7346216525088,3.57528581173483,3.38623747256229,2.79392027818553,2.86419460081385,2.78404569584724,2.84561095355311
"Tspan14",6.3467724151941,6.31433399217104,5.70936360162365,6.1552114994935,4.68571469670206,4.857958271909,4.64192299512569,4.72126044343299
"Rpsa-ps12",3.12076621864569,3.25987375418165,3.37604659427126,3.42081474727734,3.43478806983712,3.43056070470211,3.33626157722491,3.42977372907913
"Ap3s2",5.04225972088066,4.98628335601362,4.76087198886412,4.78314406008589,4.46498536462308,4.43920093277273,4.40257505093444,4.33034980318584
"Cep72",3.78844072635785,3.90100642843196,3.56949542100736,3.56515730170204,3.26615644722991,3.29818424094102,3.25800406950443,3.22113704272961
"Wwp2",5.66917204181545,5.79235839198154,5.54947026773966,5.30038617501102,4.8801597168386,4.99042064885643,4.80099980598768,4.88031373353443
"Anxa5",10.3698838718168,10.2812323591777,10.1026996880397,10.292510781341,10.6311464435065,10.6059044254998,10.4982264888686,10.4993463459327
"Btf3l4",5.2388736731327,5.34510991013383,5.45314813768303,5.42694837364809,5.24758072595527,5.46136131577302,5.22995651552018,5.28114937283166
"Aldh2",7.56778322911164,7.45661987565524,6.83770010949908,6.97941738710948,6.69136783932938,6.69107636833998,6.64300685143243,6.50841614939509
"Chtop",7.58834298629372,7.50509478067901,6.94377016891931,7.49253487713257,6.87967437796933,6.8903200264726,6.75126273054583,6.7907430786852
"Golga2",5.88542092739385,5.98885729369225,5.48833179614038,5.22658147039237,5.27057689331032,5.38985446138456,5.19434146233009,5.26392940445316
"Pex5",5.67062917578623,5.56535359097578,4.56205395693389,5.22298359354317,5.62087906721589,5.59595948451961,5.59623729129485,5.40192038688999
"Hnrnpa1",10.0650690556962,10.0882095072952,9.90560676439122,10.4503163558441,10.4237386861791,10.4537506808099,10.2004822308359,10.4298938239683
"Mpv17",4.11689096798627,4.25613517299429,4.62141270976251,4.22986693724614,3.49476975915118,3.67535651285696,3.53976321478902,3.51913242056052
"D030056L22Rik",5.75895252149539,5.62702061945888,5.15270798384455,5.85352701326768,5.67942725677341,5.80172718340558,5.49524011002271,5.7650470391999
"Slc35e2",3.98607775216735,4.16720229989833,3.66172438082237,3.72211155048353,3.7484207895417,3.78730333427932,3.68069002615806,3.72608170037788
"Mapkap1",6.07871861068862,6.10270532776748,5.80004639521099,5.81600837645659,5.50948656178485,5.56694161660952,5.3851221444062,5.48201898626396
"Mir3091",3.24027153086239,3.81699214646628,3.2704718155809,4.9283847486591,4.68263884790678,4.48072666383047,4.38997862721598,4.60061555412042
"Car2",11.6167468909857,11.5576281222464,11.6922055224033,11.7252697507507,10.6754559122801,10.6746658432164,10.5386039896457,10.5699422582507
"Mosmo",4.30140617174525,4.41463740483868,3.93489301801672,4.00052803038494,3.80091062646786,3.77031642102653,3.72496756674025,3.71589334357164
"Dennd3",4.61773989231947,4.55009179568602,3.85635705914948,3.99528476407932,4.06689614800276,4.03294021740696,4.02313084787503,3.92481688420415
"Eya3",6.04004952048561,6.19173188387767,5.83366331308226,5.62776882541491,5.291119880992,5.49111726226798,5.2980771776108,5.28192247058392
"Cap1",10.1019151756613,10.1612372775394,10.0132233513138,9.87966793281524,9.82409968957025,9.8464541575695,9.73410311069259,9.69345821998479
"Rab11b",5.58486718279538,5.60650634665839,5.65163760511585,5.35254241813344,4.49028736764857,4.65613725229741,4.60030281449743,4.35703723964189
"Ttc8",3.83673850962077,3.87880699282352,3.89139447195273,3.53039017089394,3.06438621114713,3.06853263056663,2.97850529666754,3.09304189778464
"Sirt1",4.43158759482297,4.61782206364439,4.32775529641436,4.23248210566817,3.88005707429694,3.9963355160429,3.70476998928734,4.01730156237638
"Caap1",4.55638344540602,4.6316585519484,4.52189868974694,4.46822973950193,4.31942551042973,4.38774837885013,4.07434645379527,4.44626111732182
"Sumo3",6.71838396347639,6.61921144723294,6.24313324757613,6.62880537566323,6.09581744814284,6.23548295557156,6.03670826749894,6.07406820619789
"Nol10",6.53235787437388,6.65885817739182,6.54536149847566,5.86892923027567,6.20737943366935,6.34662264964351,6.04266766947061,6.28204032130302
"Ift81",3.34164664001612,3.50196963235333,3.72572748474807,3.7952969405144,3.4230226589311,3.4052125155055,3.28693104969855,3.44043647702346
"Mta1",7.32975651888413,7.51993123456023,7.79650594733813,6.63233150618308,6.49021562455939,6.5633264343782,6.48153834132844,6.33905605855197
"Fads1",7.98489120381308,8.04978447460947,7.64480460605688,7.26889015414473,6.71642660275526,6.87495171505256,6.68610944548241,6.67687992151467
"Spag5",6.16967849523431,6.27096188873473,5.92211911632515,5.97117713477063,4.85503611394992,4.95677296442273,4.76982570924354,4.85016656928312
"Tbc1d22b",5.17646058501642,5.312485927865,5.16725222402869,4.56261425094879,4.54997165829943,4.66685489749441,4.5533329646975,4.48195949910193
"Reep3",4.54077468240337,4.80894809693967,4.56388831407031,4.19045920020857,4.5906635472432,4.65157987795912,4.4535453522074,4.60560276688161
"Klf16",6.22558425628225,6.23222043978228,5.45409707336645,5.83227989113895,5.13067373191942,5.13228619408241,5.10789150373848,4.94820634942016
"Atp5c1",9.22699417193249,9.04985453945566,9.06784215454022,9.40160503767754,8.93739327291966,8.80348419458335,8.69885529455647,8.80428740847074
"Cpsf3",6.93667434879588,7.10191623446631,7.19441827348368,6.55803432857126,6.75028639102103,6.86895075522106,6.62461201536412,6.7622358425698
"Tjap1",5.06356029224444,5.12835808007142,5.10710719427696,4.72373399109442,4.81497486673923,4.91617587821772,4.79499783223927,4.74351431712749
"Lck",3.70496836132878,3.69824783286067,3.53319589521164,3.56884705134865,4.24525310690425,4.29858260778539,4.17654772049698,4.20265014991155
"Zfp931",3.24837833005114,3.430089566349,3.16980522663851,3.42733704395604,2.93411983646638,2.99910375639403,2.94293431040013,2.94162278086566
"Tmem253",3.37744573108265,3.34990119180302,2.92494654195105,2.8630289336185,3.43757389246293,3.32838837174286,3.2251981746227,3.44193712774093
"Bfar",4.4238840710344,4.54763573491037,4.45274865814648,4.57785917508462,4.65028119674286,4.77082623675133,4.47545396359185,4.75070801086831
"Slc25a42",3.2299813781302,3.31472787357401,3.12999223560673,3.11986327566218,3.15102484109337,3.20916841244449,3.19328989981728,3.08827379907358
"Polr3c",6.8875076900252,6.9890419765224,6.99662579238024,6.53310223817372,6.73125941064263,6.69534148242435,6.6110023518513,6.58384593625827
"Cul2",6.0854010315215,6.27153578113213,6.11400623848164,6.04107991790739,5.66770864393672,5.86751711906946,5.52117902827576,5.79132019571726
"Lmbrd1",4.7507408864215,4.79880821343741,4.48637617323223,4.52438918931978,4.9148423869107,5.04070625163022,4.86648956148114,4.89340182494655
"Nod2",3.77731918809703,3.69204697745591,3.43361357150263,3.35103905415678,3.76236572430747,3.86818856563775,3.77046297789732,3.72409047321647
"Ilf3",5.98362828396743,6.11638404954911,5.65352905708843,5.43362637020037,5.51945664840296,5.50897032019653,5.32342445343648,5.48918247203152
"Acvr1b",4.8547946863754,4.85598833952941,4.27670566486168,4.24719806756286,4.07444643649048,4.07670777367633,4.0188752195697,3.97688935155352
"Myo18a",4.65827474227327,4.82012064764365,4.46399892597236,4.09872015944596,3.74288184691358,3.86871149082555,3.79057812280186,3.68290121790981
"Fer1l5",3.37957670300421,3.42211267218881,3.26199642682505,3.23608413267979,2.99084621068765,2.96754219974182,2.91503627940122,2.99309772571282
"Lrrk1",4.89660840750317,4.94961775620912,4.29829654884806,4.16301749823762,3.68050063629528,3.83940841245687,3.70917614885084,3.68013398654698
"Mfsd14a",5.40794409862028,5.50573629680004,5.13022927169353,5.20008192616726,5.07751482485021,5.2198236459902,4.95568690505853,5.13583519067774
"Ddx3x",7.52547773238339,7.94412265136367,7.50474806414753,7.76845103011289,7.60257951604414,7.78920341762256,7.42456040175787,7.71800029000543
"Nop14",6.67132538943548,6.92587872493125,7.2350681207396,6.75992155787524,7.1632014301132,7.2243624182806,7.03066142987755,7.11796884625055
"Fntb",4.73006412613991,4.65649501552615,4.46551380513778,4.24978086789368,3.77805617293771,4.12292621629105,3.92659321544362,3.84066980596628
"Ptdss1",5.93196993718653,5.74687088769096,5.42377437908866,5.71739303524619,5.68949680926617,5.69729100932223,5.57665913602905,5.59154424844684
"Rps3a2",9.06946912110935,8.81613966659757,9.19164087754416,10.5941482923436,10.4755980667164,10.4709390483168,10.5398406573571,10.1221077098495
"Fkbp7",3.38300839110882,3.3051925040278,3.43625161842826,3.36970338976717,3.44722743612105,3.34340819917164,3.25217667054363,3.43866703206412
"Glul",5.92490878444157,5.85847897236216,5.42263494141801,5.27793270861478,5.48830184357318,5.52053915841906,5.31085633249465,5.48031350386183
"Wrnip1",5.04266146940403,5.03601355525424,4.72045148516166,4.9933896900883,4.80319788768513,4.88385771597367,4.70648610631623,4.78613026021143
"Sc5d",5.59898835183909,5.99974317879443,5.83343802986962,5.58641201070873,5.42257388816339,5.51045846251911,5.29215039254877,5.4255664167437
"Mrgbp",5.43152788058375,5.2970255900616,5.05574685279578,5.30903458602591,5.04388393908864,5.02714833055553,4.98476286887834,4.88163871928614
"Josd1",7.00008888057177,6.98493284907261,6.17090578033706,6.45437142984754,6.39360418862873,6.38042105827298,6.2868444771053,6.25515462103044
"Tasp1",4.37454700993193,4.34379232564263,4.10228648242401,4.43360362937809,5.87281245745371,6.01413947266582,5.89895816015563,5.75956093941202
"Cbx3",6.04568819132317,6.27832810994717,6.10127730716382,6.2091443225292,5.59727598768512,5.64712167651625,5.2371747051252,5.75038560744945
"Tars",7.27376331668429,7.36806117276484,7.20622002273717,6.95469231584069,7.29931730402784,7.41454836700673,7.12182331325885,7.34521375310687
"Dcun1d2",4.68455221218395,4.73346286953073,4.58761344270488,4.42746373850368,3.68454451142255,3.88691944541315,3.66919612581234,3.77050777373171
"Aplf",3.63775992091004,3.70841532496357,3.85150701737861,3.6381859310284,3.2283779732526,3.24402614466046,3.11339669346887,3.27353764224771
"Cdip1",4.19485242254179,4.28824186568592,3.91859276470593,4.02129049129738,4.01683852079,4.12535869766533,3.91344594462491,4.07061704324681
"Nbn",4.98742537132047,5.35336229164281,5.7804427985507,5.51548396541001,4.97375485763762,5.07315417911367,4.83772960749547,5.00413442235328
"Snx32",3.38986781823659,3.42513404161361,3.44526078860091,3.35596667844254,3.61098311381377,3.60609453844301,3.50955249693521,3.58649002938141
"Zfp239",4.42832149833442,4.42867632558154,4.22469508547084,4.29855726946795,3.56978821708082,3.70436962897732,3.48967881956955,3.65934983573575
"Bcdin3d",3.55189734068374,3.68924880563842,3.42704164265144,3.49306027803935,3.45183690020646,3.4166059430239,3.42796724298032,3.33367088454326
"Sh2b3",6.76785506978904,6.90059691878997,6.53489354170647,6.24882082648044,6.0075557691576,6.18471387338143,6.02010179775749,5.94374165138926
"Derl1",7.42069625727685,7.31884238215378,6.93885253057649,7.36561493186207,7.29233491817065,7.34004281993734,7.22851037085752,7.15874867692009
"Akap8l",4.60018310075994,4.84770388239794,4.76990094398083,4.62120468924395,4.94375052631137,5.11475076368636,4.90246200197701,4.95556906576639
"Chfr",5.50528267732562,5.59454160189902,4.94066522540056,5.12969219702865,4.93895725330134,5.09362623890948,4.84485635638064,4.98498072264543
"Adrm1b",3.27172625003678,3.18445912257826,3.24750590099273,3.1432786335793,3.13956011531525,3.27406634930685,3.20352271807338,3.12906899273109
"Srl",3.94064186309368,4.0509294967166,3.35507194347242,3.54845711711966,3.46594910639866,3.42256018389238,3.37850273672096,3.40508469601857
"Plekho1",7.61928221965926,7.71935329810561,7.707391720773,7.28363593717116,7.63692372699256,7.67272631144677,7.51588545250477,7.54767847083155
"Mios",4.19142378960323,4.10939083430178,4.11195277940104,4.26067263671288,4.43209639705609,4.51635547254819,4.28210867446692,4.48124333807389
"Ergic1",5.67065470165657,5.76677669239907,5.74303134658114,5.14143216845591,4.61784293826395,4.56177707953171,4.53173890452874,4.46064827348818
"Paics",9.15474223919347,9.09773989880606,9.02975582526787,9.16798108898866,8.18722353668538,8.19067401460748,7.98156885877939,8.14480966198094
"Pex26",4.59507726180521,4.6974046274122,3.98560394233638,4.25839227265964,3.72463151437438,3.6848956326208,3.59889212094789,3.68097471804275
"Ryk",6.47329502386006,6.55904497850372,6.40330755380315,6.2215821953177,6.31402080684584,6.2945367271589,6.1097469102312,6.26291278597422
"Zfp946",3.7126818029172,3.91778599846795,4.24734310108088,4.00674738186318,3.59608969218561,3.59792606030309,3.39645781500274,3.66737393850613
"Ube2r2",5.69984792143171,5.89522358468002,5.98921896168217,5.19083404300133,5.3651123600732,5.37096378642908,5.20116474298707,5.31837352566323
"Sec31a",6.72200886605206,6.84021219394386,6.84118863276873,5.9645690937992,5.71345613837875,5.71526422641505,5.61183007205145,5.59221620186527
"Tpm3",8.79194271548283,9.00707257346925,8.86589602438101,8.09119077644225,8.12195668060367,8.1417856917196,7.94815303439612,8.06456974599461
"Mtarc2",5.29657585869102,5.05241542110358,4.78899039832065,5.26578477190899,4.93463103170587,4.92528050264813,4.86374064588476,4.79253333760761
"Haspin",5.75890753393963,5.8489927441193,5.63780108798198,5.42214467427332,4.08565924665458,4.25937342784623,3.95224618550853,4.22155559188534
"Brip1",4.35118823187558,4.74733248663465,4.79724727206034,4.68347833573107,3.82863509136192,3.9915014926471,3.75123934009761,3.92119429962625
"Lrp5",5.59989724759525,5.66226597568545,5.23741885579044,4.68214569731195,4.58807837679054,4.65796358329283,4.56896370118708,4.48521694415176
"Zfp282",4.23150016462916,4.3601205182851,3.94234823893392,3.97396008176593,3.62122671078071,3.70587695381748,3.62701845218805,3.57132241403624
"Uimc1",5.05223604833193,5.20215754623272,5.18227990347534,5.28564989061716,5.19572524846345,5.30660134729608,5.11564056048832,5.17404016148723
"Nucb2",5.41357255555496,5.88300554547949,6.39725887658341,5.81673720246628,5.90667821812161,5.92540547567301,5.60149905080835,5.98110421354774
"Zfp948",3.75719938785284,4.06586268582567,4.42294927892264,4.09060239045693,4.88414347684972,4.95648696386051,4.65628819010812,4.9691990781406
"Slc25a44",5.98136315339875,6.07687499498063,5.41654353722877,5.33543709715637,5.25274847251301,5.28798017936088,5.16495308763103,5.16125970857048
"Ift22",5.23253198279046,5.32939153883393,5.64054186123047,5.47225455520883,5.32166601395512,5.23797058107466,5.15918956820037,5.18846183192994
"Ankrd27",5.71769833186356,5.7176323010463,5.26664283531976,5.02508282530966,5.14434107624941,5.38176053668503,5.16913783180398,5.14878753318822
"Myo9b",6.53140978475766,6.71821257385934,6.13153910708014,5.66761253222702,5.23833874793836,5.44904304563327,5.27950966222498,5.19347328657598
"Tial1",5.83517354918566,5.96868447215411,5.65711414076809,5.70375901537265,5.76900736062218,5.81424386537274,5.52595420930196,5.81855223117793
"Lat2",6.7186091416524,6.73325303548967,6.34132909992925,6.43425722850799,6.17591721561911,6.36119115805033,6.10915886518194,6.1950683681512
"Napepld",4.56096068599502,4.76792431615782,4.34536019461276,4.20943879062418,3.97114913739167,4.20659473170809,3.94656044264959,4.07529700661773
"Mvk",6.13823854920506,5.98895728459275,5.83890961219479,5.81778653192162,4.60184431827798,4.70076042687114,4.66885235361094,4.42877312894799
"Il18bp",2.90347659864453,3.09303767634751,2.95882859590906,3.01887355790961,3.12968541646308,3.27156202215824,3.1406459453307,3.18150324604036
"Bcl6",5.12915558412737,5.33311138914819,5.06577811342459,4.36745512782121,5.15313404072464,5.38574030555519,5.13600462409149,5.19414844154158
"Hars2",5.16633604624141,4.8906156125385,4.63540615518571,5.05988255518224,4.33038426480791,4.41760677326027,4.31427996211923,4.2538782796455
"Tpp1",7.12369327804381,7.30678467780409,7.35569239404101,6.7372191779431,6.60378357773155,6.65863957399892,6.48498137180165,6.5356164194712
"Cdyl2",4.03415244590702,4.17201860173804,3.71190709148829,3.62229835228415,4.60028631392558,4.60133876973865,4.51571251040479,4.49533296039785
"Ptrh1",5.05982034417256,4.70414120876053,4.26527019843848,4.83380183346164,4.96320998734502,4.81640092575787,4.83778038406432,4.74180896653508
"Osbp",6.34775716449989,6.49662792287856,5.72515431746638,5.6455497756773,5.34565736507298,5.48116154463649,5.31038037237072,5.29761963570138
"Anapc4",5.24317491047972,5.35045330465959,5.32112271762044,5.37624842659626,5.32009776879041,5.50022238092416,5.24126363363534,5.36136672034837
"Mtfr2",4.5740350768954,4.6673052346863,4.63162193277753,4.75206915545562,4.37887099502673,4.42353109386622,4.1928371059484,4.42258215173798
"Naf1",5.91872694400917,6.10964777631142,6.16133423667487,5.44715663668066,4.91569975267025,5.09368513291229,4.81944711016693,4.98273674396116
"Strn4",5.66766563477947,5.66475596445208,5.08617950005977,5.20355220397717,5.42543419362287,5.44670084829137,5.31606267085188,5.33471384527794
"Top3a",4.97923456905599,4.99890228942724,4.41540472196823,4.52462759381702,4.15822008425091,4.33708820534684,4.13198559617028,4.19405568301353
"Phkb",4.65067998800817,4.93619781903232,4.59564459039131,4.5556260329412,4.20063479089784,4.2842546706634,4.07678782493937,4.23387071821355
"Fam122a",6.11626591933215,6.4192745415205,6.88538846639831,5.72068075998086,6.05066658139395,6.21504930480795,5.99335177509595,6.03850794065523
"Nckap1l",7.15219912304361,7.24274029694952,6.88981134371494,6.84973192914784,7.51942977304358,7.5729368445252,7.42235578314756,7.41808748808059
"Mark4",6.06800995000279,6.24216689794,5.91722653420214,5.43985070598529,5.31822374573912,5.50598424922136,5.25967108875405,5.34682194360935
"Ttk",4.97447904550114,5.26996081944965,5.37874293045447,5.50310126479142,3.96397822996707,4.19664833741604,3.92722884283284,4.07557449587719
"Rabl3",3.8292989111391,3.92298572592732,3.69197051317422,3.760560461836,4.07285159216448,4.14573594169071,3.92642790328319,4.12394325790621
"Stard7",7.1382727904856,6.9085979399307,6.26666160170085,6.92192277630938,6.59912426328736,6.72144791192155,6.495651039864,6.58140890186008
"Zfyve27",4.24455986467911,4.26849947828608,3.66978572418716,4.04757589859056,3.80033484564037,3.82748592671115,3.76664246083222,3.71717309518174
"Lias",5.12201528872977,5.20693024006425,5.04996171539224,5.18104157076637,5.24656949249121,5.25004591238957,5.0980520841913,5.18151916023539
"Dmpk",5.53747918589655,5.58745098442873,5.65098166783424,5.4560217641062,3.76587558373924,3.75806016397506,3.67108962637427,3.71462034756058
"Pygb",6.56163733120402,6.53036996360906,5.95081469945144,6.02343463845193,5.33276586949797,5.49811369898656,5.33726389730855,5.27238198027171
"Mgmt",3.4154587718893,3.38717962645813,3.24569074755964,3.54377772727357,3.14298865622172,3.07784085464505,3.03200016075413,3.11948615058331
