gene_id	GCK1.1	GCK2	GCK3	control1.1	control2	control3	dex1.1	dex2	dex3
ENSG00000213373.7_7	0	0	0	0	0	0	0	0	0
ENSG00000206989.1	2	4	4	6	0	3	4	1	2
ENSG00000265471.1	0	0	0	0	0	0	0	0	0
ENSG00000130856.16_4	129	116	46	154	154	132	73	72	49
ENSG00000231213.6_4	0	0	0	0	0	0	0	0	0
ENSG00000250416.2_5	0	0	0	0	0	0	0	0	0
ENSG00000236079.1_6	0	0	0	0	0	0	0	0	0
ENSG00000245651.3_9	14	8	0	13	0	0	22	0	0
ENSG00000229275.1_6	0	0	0	0	0	0	0	0	0
ENSG00000125618.17_7	158	129	10	171	76	13	236	144	0
ENSG00000126226.22_7	2870	1823	1430	3357	1069	2581	2680	2125	2461
ENSG00000252604.1	0	0	0	0	0	0	0	0	0
ENSG00000162231.14_7	1051	764	882	1391	524	1159	903	1044	1246
ENSG00000254853.1_6	0	0	0	0	0	0	0	0	0
ENSG00000198890.9_6	114	72	68	129	56	108	133	143	83
ENSG00000176054.6_2	9	22	4	23	8	8	8	6	3
ENSG00000249444.2_6	0	0	0	0	0	0	0	0	0
ENSG00000227236.2_6	0	0	0	0	0	0	0	0	0
ENSG00000134438.10_6	0	0	0	0	0	0	0	0	0
ENSG00000226967.1_4	0	0	0	0	0	0	0	0	0
ENSG00000273343.1_7	4	0	0	7	0	4	0	0	0
ENSG00000198542.14_4	1372	1489	286	2558	842	889	2145	1988	788
ENSG00000234235.1_7	0	0	0	0	0	0	0	0	0
ENSG00000214145.7_7	0	0	0	0	0	0	0	0	0
ENSG00000229641.1_4	0	0	0	0	0	0	0	0	0
ENSG00000265394.1_8	0	0	0	0	0	0	1	0	2
ENSG00000284820.1_4	2315	1009	109	901	1021	1730	790	1154	0
ENSG00000239961.3_7	0	0	0	0	0	0	0	0	0
ENSG00000236731.1_7	0	0	0	0	0	0	0	0	0
ENSG00000271010.1_5	0	0	0	0	0	0	0	0	0
ENSG00000248543.2_6	0	0	0	0	0	0	0	0	0
ENSG00000257254.1_5	0	0	0	0	0	0	0	0	0
ENSG00000125492.10_4	0	0	0	0	0	0	0	0	0
ENSG00000227913.1_4	4	0	0	0	0	0	0	0	0
ENSG00000223609.11_9	0	0	0	0	0	0	0	0	13
ENSG00000107317.13_5	2	73	47	0	101	1	3	54	0
ENSG00000278685.4_8	0	0	0	0	0	0	0	0	0
ENSG00000200530.1	1	1	1	1	0	1	1	1	1
ENSG00000226889.3_8	0	0	0	0	0	0	0	0	0
ENSG00000222150.1_1	0	0	0	0	0	0	0	0	0
ENSG00000259452.2_6	0	0	0	0	0	0	0	0	0
ENSG00000225286.1_5	0	0	0	0	0	0	0	0	0
ENSG00000198515.14_7	0	0	0	0	0	0	0	0	0
ENSG00000214708.4_10	0	0	0	0	0	0	0	0	0
ENSG00000258891.1_8	12	8	14	0	4	3	0	0	0
ENSG00000167359.8_5	0	0	0	0	0	0	0	0	0
ENSG00000270897.1_6	0	0	0	0	0	0	0	0	0
ENSG00000225217.1_5	0	0	0	0	0	28	0	4	2
ENSG00000259776.1_6	0	0	0	0	0	0	0	0	0
ENSG00000168528.12_5	11	30	23	0	54	40	0	15	58
ENSG00000261467.2_6	0	0	0	0	0	0	0	0	0
ENSG00000112787.13_8	11	18	8	15	6	33	20	49	27
ENSG00000168594.15_8	0	0	0	0	0	0	0	0	0
ENSG00000279528.1_5	1	1	1	1	1	1	1	1	1
ENSG00000265870.1	0	0	0	0	0	0	0	0	0
ENSG00000111325.16_6	938	632	693	838	490	808	541	469	760
ENSG00000226828.2_8	0	0	0	0	0	0	0	0	0
ENSG00000228610.1_4	0	0	0	0	0	0	0	0	0
ENSG00000261406.1	0	0	0	0	0	0	0	0	0
ENSG00000228240.1_3	0	0	0	0	0	0	0	0	0
ENSG00000233452.7_9	237	62	69	327	107	175	63	222	90
ENSG00000225825.1_3	0	0	0	0	0	0	0	0	0
ENSG00000160293.17_7	37	13	7	25	5	4	0	25	0
ENSG00000234187.1_4	7	0	0	0	0	0	0	0	0
ENSG00000172037.14_5	7814	5396	4125	6588	5340	5777	7087	4640	4534
ENSG00000196628.19_9	2085	1396	1595	2720	2106	2205	1414	2775	927
ENSG00000221376.1	0	0	0	3	0	1	2	0	0
ENSG00000253729.8_5	1173	1056	823	1888	669	1500	973	1919	1327
ENSG00000259123.1_8	0	0	0	0	0	0	0	0	0
ENSG00000013375.16_9	4321	3990	2659	6078	3153	4812	3024	6535	4846
ENSG00000266268.5_8	0	0	0	0	0	0	0	0	0
ENSG00000250379.1_7	0	0	0	0	0	0	0	0	0
ENSG00000151657.12_5	242	275	170	531	157	365	213	546	258
ENSG00000275547.1_5	0	0	0	0	0	0	0	0	0
ENSG00000197046.12_6	45	11	115	38	33	143	3	158	30
ENSG00000231056.1_7	0	0	0	0	0	0	0	0	0
ENSG00000229238.3_6	0	0	0	0	0	0	0	0	0
ENSG00000262921.1_8	0	0	0	0	0	0	0	0	0
ENSG00000238673.1	0	1	0	0	0	0	0	0	0
ENSG00000222635.1	0	0	0	0	0	0	0	0	0
ENSG00000129170.10_8	8	13	0	9	0	16	4	28	0
ENSG00000215869.4_6	0	0	0	0	0	0	0	0	0
ENSG00000196422.11_5	14	46	7	33	26	26	32	101	17
ENSG00000288079.1_2	0	0	0	0	0	0	0	0	0
ENSG00000221420.2	0	0	0	1	0	1	0	1	1
ENSG00000088876.13_6	153	166	57	150	111	101	161	194	80
ENSG00000220949.2_6	0	0	0	0	0	0	0	0	0
ENSG00000235138.1_6	0	0	0	0	0	0	0	0	0
ENSG00000259832.1_4	0	0	0	0	0	0	0	0	0
ENSG00000250857.3_5	0	0	0	0	0	0	0	0	0
ENSG00000267723.1_8	0	0	0	0	0	0	0	0	0
ENSG00000236130.2_7	0	0	0	0	0	0	0	0	0
ENSG00000261764.1_2	3	16	0	0	0	3	0	0	0
ENSG00000262343.1_7	0	0	0	0	0	0	0	0	0
ENSG00000272030.1_8	2	3	0	4	0	0	4	0	1
ENSG00000243607.3_5	0	0	0	0	0	0	0	0	0
ENSG00000114270.17_5	14	13	31	11	7	63	8	30	35
ENSG00000273171.1_10	0	0	0	0	0	0	0	0	0
ENSG00000154165.5_4	0	0	0	0	0	0	0	0	0
ENSG00000287850.1_2	0	0	0	0	0	0	0	0	0
ENSG00000224439.2_4	0	0	0	0	0	0	0	0	0
ENSG00000271677.1_6	0	0	0	0	0	0	0	0	0
ENSG00000204396.11_5	4	0	0	0	0	0	8	0	0
ENSG00000244585.1_2	0	0	0	0	0	0	0	0	2
ENSG00000212935.2_5	0	0	0	0	0	0	0	0	0
ENSG00000254396.1_6	0	0	0	0	0	0	0	0	0
ENSG00000196811.13_6	0	0	8	15	0	0	0	0	0
ENSG00000239510.2_5	0	0	0	0	0	0	0	0	0
ENSG00000157322.17_6	4	2	0	0	4	0	8	3	0
ENSG00000224605.1_7	0	0	0	0	0	0	0	0	0
ENSG00000224404.2_8	0	0	0	0	0	0	0	0	0
ENSG00000273008.1_6	0	3	0	0	0	0	0	0	4
ENSG00000226622.6_9	0	0	0	2	0	0	0	8	0
ENSG00000234753.5_8	0	13	4	7	0	5	0	0	0
ENSG00000114383.10_6	68	39	16	66	53	22	51	52	22
ENSG00000249593.6_7	3	0	0	0	0	0	0	0	0
ENSG00000221304.1	0	0	0	0	0	0	0	0	0
ENSG00000202517.1	0	0	0	0	0	0	2	0	0
ENSG00000285016.1_5	0	0	0	0	0	0	0	0	0
ENSG00000280064.1_6	4	0	17	11	14	10	2	68	42
ENSG00000225422.4_5	215	285	65	315	174	49	252	194	101
ENSG00000100889.12_4	123	150	243	105	112	367	164	120	172
ENSG00000257454.1_8	0	2	0	0	0	0	0	0	0
ENSG00000199836.1	0	0	0	0	0	2	0	0	3
ENSG00000180815.14_4	0	0	0	0	0	0	0	0	9
ENSG00000248792.2_6	0	0	0	0	0	0	0	0	0
ENSG00000273391.1_6	13	14	0	0	0	6	5	4	10
ENSG00000259024.6_5	99	97	61	174	198	65	173	253	86
ENSG00000279572.1_5	0	0	0	0	0	0	0	0	0
ENSG00000207105.1	0	0	0	0	0	0	0	0	0
ENSG00000135914.6_5	80	0	8	136	4	31	38	0	7
ENSG00000224371.6_8	0	0	0	0	0	0	0	0	0
ENSG00000264009.1	0	2	0	0	0	0	0	0	0
ENSG00000249057.1_6	0	0	0	0	0	0	0	0	0
ENSG00000103275.20_5	2335	1426	2174	2899	1033	2736	1624	1803	2899
ENSG00000225523.2_4	0	0	0	0	0	0	0	0	0
ENSG00000228624.7_7	17	0	0	17	0	11	0	19	16
ENSG00000183566.10_5	0	0	0	0	0	0	0	0	0
ENSG00000256433.3_8	12	8	0	19	0	0	8	0	0
ENSG00000221618.1	0	0	0	0	0	0	0	0	0
ENSG00000222036.8_4	0	1	0	0	1	0	2	0	0
ENSG00000213714.1_3	0	0	0	0	0	7	0	13	0
ENSG00000114771.14_5	0	0	0	0	0	0	0	0	0
ENSG00000020633.18_3	0	0	4	0	0	4	0	0	16
ENSG00000260375.1_6	0	0	0	0	0	0	0	0	0
ENSG00000238122.1_8	4	0	0	4	0	0	5	2	7
ENSG00000199886.1	0	0	0	0	0	0	0	0	0
ENSG00000120327.6_4	8	0	0	0	0	0	0	3	0
ENSG00000078674.17_5	542	439	409	1107	438	717	466	1213	429
ENSG00000286391.1_3	0	0	0	0	0	0	0	0	0
ENSG00000167601.12_4	631438	285890	163977	1362060	243746	420263	438116	982291	224531
ENSG00000240980.1_6	0	0	0	0	0	0	0	0	0
ENSG00000252696.1_1	0	0	0	0	0	0	0	0	0
ENSG00000280217.1_5	0	0	0	0	0	0	0	0	0
ENSG00000283849.1_6	0	0	0	0	0	0	0	0	0
ENSG00000283083.2_7	0	0	0	0	0	0	0	0	0
ENSG00000124181.14_7	239	226	153	320	171	379	270	145	278
ENSG00000227210.2_7	15	17	24	57	39	4	28	40	9
ENSG00000243489.4_3	0	0	0	0	0	0	0	0	0
ENSG00000261065.1_6	0	0	0	0	0	0	0	0	0
ENSG00000253073.1	0	0	0	3	0	0	0	0	0
ENSG00000254516.1_7	0	0	0	0	0	0	0	0	0
ENSG00000270993.1_6	0	0	0	0	0	0	0	0	0
ENSG00000239473.1_4	0	0	5	5	0	1	0	7	0
ENSG00000199241.1	0	0	0	0	0	0	0	0	0
ENSG00000201622.1	0	0	0	0	0	0	0	0	0
ENSG00000213739.3_4	0	0	0	0	0	0	0	0	0
ENSG00000120742.11_6	401	354	217	641	285	447	321	776	359
ENSG00000252958.1	0	0	0	0	0	0	0	0	0
ENSG00000205794.4_8	5	0	0	5	3	7	3	0	5
ENSG00000111674.9_6	1030	813	753	1152	830	1268	583	1273	867
ENSG00000197176.7_9	0	0	0	0	0	0	0	0	0
ENSG00000135457.10_6	197	147	145	207	107	229	162	331	177
ENSG00000232620.1_4	0	0	0	0	0	0	0	0	0
ENSG00000238657.1	0	0	0	0	0	0	0	0	0
ENSG00000134326.11_6	0	99	0	15	320	0	0	323	6
ENSG00000232642.2_8	0	0	0	0	0	0	0	0	0
ENSG00000168060.16_9	1490	641	469	1075	492	588	1216	400	547
ENSG00000216105.1	0	1	1	1	0	0	1	0	0
ENSG00000092140.16_7	104	62	200	231	45	319	165	130	285
ENSG00000252730.1	0	0	0	0	0	0	0	0	0
ENSG00000250616.2_6	50	35	55	58	31	25	50	46	40
ENSG00000264862.1	0	0	0	0	0	0	0	0	0
ENSG00000079785.15_6	4855	3838	3331	7536	2494	5253	3571	5822	4921
ENSG00000184060.11_6	13	16	0	22	12	17	27	13	0
ENSG00000207981.1	0	0	0	0	0	0	0	0	0
ENSG00000186162.10_5	3091	3405	2209	2558	2462	3031	3043	2506	3264
ENSG00000226478.3_2	10	3	8	8	6	16	3	3	11
ENSG00000284657.1_4	0	0	5	25	0	5	0	0	11
ENSG00000251983.1	0	0	0	0	0	0	0	0	0
ENSG00000283991.1_6	0	0	0	0	0	0	0	0	0
ENSG00000253152.1_2	0	0	0	0	0	0	0	0	0
ENSG00000288070.1_2	0	0	0	0	0	0	0	0	0
ENSG00000236327.2_6	0	7	0	0	0	2	0	0	1
ENSG00000265918.1	0	0	0	0	0	0	0	0	0
ENSG00000230820.2_3	0	0	0	0	0	0	0	0	0
ENSG00000269526.1_2	0	0	0	0	0	0	0	0	0
ENSG00000251664.5_6	7	10	0	3	11	0	4	3	5
ENSG00000264761.1	0	0	0	0	0	0	0	0	0
ENSG00000250299.6_6	0	0	22	29	19	0	29	34	14
ENSG00000138823.13_4	0	4	0	0	0	0	0	4	0
ENSG00000238964.1	0	0	0	0	0	0	0	0	0
ENSG00000178397.13_10	78	62	1	147	63	1	12	1	48
ENSG00000274507.1_6	0	0	0	0	0	0	0	0	0
ENSG00000226685.4_4	0	0	0	0	0	0	0	0	0
ENSG00000236241.1_6	0	0	0	0	0	0	0	0	0
ENSG00000235829.1_5	0	0	0	0	0	0	0	0	0
ENSG00000276269.1_7	0	0	0	0	0	0	0	0	0
ENSG00000116035.4_7	30	0	8	31	0	15	12	0	0
ENSG00000260312.1_7	0	0	0	0	0	0	0	0	0
ENSG00000235432.1_6	0	0	0	0	0	0	2	0	0
ENSG00000175877.4_7	24	0	0	9	23	8	0	0	0
ENSG00000201931.1	0	0	0	0	0	0	0	0	0
ENSG00000252359.1	0	0	0	0	0	0	0	0	0
ENSG00000024048.10_4	283	229	85	689	114	318	262	600	158
ENSG00000201658.1	0	0	0	0	0	0	0	0	0
ENSG00000086289.12_6	1329	2047	305	2025	1313	616	1261	4309	503
ENSG00000226107.1_5	0	0	0	0	0	0	0	0	0
ENSG00000254680.1_7	0	0	0	0	0	0	0	0	0
ENSG00000207652.1	0	0	0	0	0	0	0	0	0
ENSG00000215785.2_5	0	0	0	0	0	0	0	0	0
ENSG00000232475.1_5	0	0	0	0	0	0	0	0	0
ENSG00000287731.1_1	0	0	12	0	0	5	0	0	4
ENSG00000264134.1	0	0	0	0	0	0	2	0	0
ENSG00000249166.1_8	0	0	0	0	0	0	0	0	0
ENSG00000005187.12_5	12	5	0	0	0	0	0	0	0
ENSG00000249729.2_6	0	0	0	0	0	0	0	0	0
ENSG00000213943.3_4	0	0	0	0	0	0	0	0	0
ENSG00000129226.14_5	15915	9885	2522	12399	11147	4548	9397	6514	1891
ENSG00000241204.1_5	0	0	0	0	0	0	0	0	0
ENSG00000223290.1_1	0	0	0	0	0	0	0	0	0
ENSG00000151414.15_6	46	47	10	110	36	91	39	189	53
ENSG00000253730.1_7	0	6	0	9	0	0	12	0	0
ENSG00000223914.4_8	0	0	0	0	0	0	0	0	0
ENSG00000213272.5_6	12	0	0	2	0	9	0	0	0
ENSG00000212618.1	0	0	0	0	0	0	0	0	0
ENSG00000130024.15_6	82	124	83	214	86	130	95	308	72
ENSG00000221053.1	0	0	0	0	0	0	0	0	0
ENSG00000229384.2_4	0	0	0	0	0	0	0	0	0
ENSG00000152082.15_8	363	82	66	270	302	101	248	103	118
ENSG00000270734.1_5	0	0	0	0	0	0	0	0	0
ENSG00000280400.1_5	1	0	1	0	0	0	0	0	0
ENSG00000225354.1_4	0	0	0	0	0	0	0	0	0
ENSG00000226484.2_9	0	0	0	0	0	0	0	0	0
ENSG00000169740.14_5	651	638	752	695	509	811	695	722	853
ENSG00000224033.1_4	0	0	0	0	0	0	0	0	0
ENSG00000227180.1_3	0	0	0	0	0	0	0	0	0
ENSG00000198585.12_3	2452	1680	1659	2688	1520	2500	1769	1946	2414
ENSG00000284627.1_3	0	0	0	0	0	0	0	0	0
ENSG00000229776.1_8	3	0	0	0	0	0	0	0	0
ENSG00000123268.9_6	80	46	72	120	43	108	68	89	92
ENSG00000225746.12_10	3347	2036	1761	4692	2156	3490	2914	4532	2253
ENSG00000201741.1	0	0	0	0	0	0	0	0	0
ENSG00000271401.1_7	0	0	0	0	0	0	0	1	0
ENSG00000251129.2_7	0	0	0	0	0	0	0	0	0
ENSG00000219492.4_7	0	0	0	0	0	0	0	0	0
ENSG00000257327.1_6	6	0	0	0	0	0	0	10	0
ENSG00000280397.1_5	0	0	0	0	12	0	0	0	0
ENSG00000206417.8_7	7	0	4	0	0	0	9	2	0
ENSG00000270025.2_4	16	13	0	0	5	12	0	6	13
ENSG00000266038.1	0	0	0	0	0	0	0	0	0
ENSG00000284116.1_6	4	0	0	0	0	0	0	0	0
ENSG00000287690.1_1	0	0	0	0	0	0	0	0	0
ENSG00000198028.4_5	0	0	6	0	0	0	0	9	0
ENSG00000149658.18_5	203	198	88	325	186	247	113	526	241
ENSG00000258395.1	0	0	0	0	0	0	0	0	0
ENSG00000228208.7_4	0	0	0	0	0	0	0	0	0
ENSG00000181562.5_4	0	0	0	0	0	0	0	0	0
ENSG00000005436.14_8	14	44	29	63	55	27	11	67	21
ENSG00000235813.1_6	0	0	0	0	0	0	0	0	0
ENSG00000169981.11_6	137	70	57	119	38	204	121	130	96
ENSG00000270488.1_5	0	0	0	0	0	0	0	0	0
ENSG00000179431.7_4	83	62	28	185	21	47	68	71	98
ENSG00000162676.12_5	0	0	0	0	0	0	0	0	0
ENSG00000169330.9_5	4	6	0	12	14	19	8	19	16
ENSG00000147274.14_6	3790	2950	3844	4735	2187	6152	2481	4360	5393
ENSG00000163792.6_4	0	0	0	0	0	0	0	0	0
ENSG00000112234.9_5	224	140	168	284	119	208	154	249	194
ENSG00000259572.7_8	0	0	0	0	0	0	0	0	0
ENSG00000270424.1_5	0	0	0	0	0	0	0	0	0
ENSG00000279584.1_5	2	0	4	4	0	4	4	5	4
ENSG00000129682.16_8	104	81	18	163	94	73	20	198	8
ENSG00000232040.4_7	0	0	0	0	0	0	0	0	5
ENSG00000224698.1_6	4	0	0	4	0	0	5	2	7
ENSG00000263783.1	0	0	0	0	0	0	0	0	0
ENSG00000207849.2	0	0	0	0	0	0	0	0	0
ENSG00000118181.11_5	2996	2154	2849	2917	1637	3593	2441	2645	3924
ENSG00000233680.4_5	0	0	0	0	4	0	0	0	0
ENSG00000223091.1	0	0	0	0	0	0	0	0	0
ENSG00000259288.7_9	0	0	0	0	0	0	0	0	0
ENSG00000252347.1	0	0	0	0	0	0	0	0	0
ENSG00000204764.14_5	86	97	13	74	40	54	75	60	22
ENSG00000263921.1	0	0	0	0	0	0	0	0	0
ENSG00000167632.17_8	112	52	81	73	34	36	95	13	63
ENSG00000166845.15_8	117	200	183	392	127	449	50	840	294
ENSG00000188596.11_7	48	25	38	61	31	31	9	5	35
ENSG00000234934.1_4	0	0	0	0	0	0	0	0	0
ENSG00000184984.10_6	16	0	0	0	0	0	8	0	0
ENSG00000250071.1_5	0	2	3	4	0	9	0	2	2
ENSG00000267729.1_9	0	0	0	0	0	0	0	0	0
ENSG00000259993.1_5	0	0	0	0	0	0	0	0	0
ENSG00000159761.15_5	0	0	0	0	0	4	8	0	0
ENSG00000271217.1	0	0	0	0	0	0	0	0	0
ENSG00000181991.16_4	17536	14079	13071	14507	13694	17347	12853	13251	16204
ENSG00000140932.10_5	0	0	0	0	0	0	0	0	0
ENSG00000286362.1_1	9	4	5	0	0	4	0	0	0
ENSG00000214319.2_4	0	0	0	0	0	0	0	0	0
ENSG00000154153.13_7	115	488	129	104	347	335	70	1176	352
ENSG00000276667.1_5	0	0	0	0	0	0	0	0	0
ENSG00000226626.2_4	0	0	0	0	0	0	0	0	0
ENSG00000223198.1	0	0	0	0	0	0	0	0	0
ENSG00000198466.12_6	291	375	277	531	225	412	300	580	356
ENSG00000255872.3_7	0	1219	297	0	1168	128	0	0	291
ENSG00000259711.1_6	0	0	0	0	0	0	0	0	0
ENSG00000214787.10_6	0	0	0	0	0	0	0	0	0
ENSG00000149792.9_3	2473	2176	1812	2306	1235	2790	1982	1218	2687
ENSG00000272330.1_7	0	0	0	2	0	0	6	5	5
ENSG00000258007.1_7	0	0	0	0	0	0	0	0	0
ENSG00000213900.2_4	0	0	0	0	0	0	0	0	0
ENSG00000182983.15_5	138	176	56	524	130	172	230	534	175
ENSG00000253708.1_7	0	0	4	0	0	0	0	3	0
ENSG00000200235.1	0	0	1	0	0	0	0	0	0
ENSG00000261655.1_7	0	0	0	0	0	0	0	0	0
ENSG00000183828.15_6	334	255	151	312	275	157	264	388	137
ENSG00000109686.18_9	443	450	332	885	188	518	419	1099	305
ENSG00000100147.13_3	306	191	286	260	111	310	111	75	248
ENSG00000118402.6_5	97	29	67	172	20	55	89	90	74
ENSG00000258638.2_6	0	0	0	0	0	0	0	0	0
ENSG00000287495.1_1	0	3	0	0	0	12	0	0	0
ENSG00000250860.1_5	0	0	0	0	0	0	0	0	0
ENSG00000252834.1	0	0	2	0	0	0	0	0	2
ENSG00000196979.1_8	0	4	0	0	0	0	0	30	4
ENSG00000140374.16_7	4112	4037	3907	5129	2428	5720	4302	4922	5783
ENSG00000270432.1_2	0	0	0	0	0	0	0	0	0
ENSG00000257171.2_7	0	0	0	0	0	0	0	0	0
ENSG00000263098.1_7	0	0	0	0	0	0	0	0	0
ENSG00000275956.1_6	0	0	0	0	0	0	0	0	0
ENSG00000227051.6_4	2871	1334	1491	2610	1727	2288	1547	2151	1233
ENSG00000254157.1_3	0	0	0	0	0	0	0	0	0
ENSG00000225582.2_4	0	0	0	0	0	0	0	0	0
ENSG00000226779.1_7	0	0	0	0	0	0	0	0	0
ENSG00000258468.1_2	0	0	0	0	0	0	0	0	0
ENSG00000252357.1	0	0	0	0	0	0	0	0	0
ENSG00000254339.5_6	0	0	0	0	0	0	0	0	0
ENSG00000225225.1_5	0	0	0	0	0	0	0	0	0
ENSG00000196642.19_6	351	253	189	321	231	468	186	182	310
ENSG00000235119.1_7	0	0	0	0	0	0	0	0	0
ENSG00000240186.2	0	0	0	0	0	0	0	0	0
ENSG00000235606.3_4	0	0	0	0	0	0	0	0	0
ENSG00000249438.2_5	0	0	0	0	0	0	0	0	0
ENSG00000287680.1_2	0	0	0	0	0	0	0	0	0
ENSG00000237208.1_6	0	0	0	0	0	0	0	0	0
ENSG00000099822.3_4	0	0	0	0	0	0	0	0	0
ENSG00000169800.13_7	0	0	0	0	0	0	0	0	0
ENSG00000183255.12_6	9249	6005	11261	11310	3768	10689	10862	6649	7802
ENSG00000254461.1_7	0	0	0	0	0	0	4	0	0
ENSG00000104055.16_7	0	0	0	0	10	0	5	0	0
ENSG00000261803.2_8	0	0	0	0	0	6	0	0	0
ENSG00000207585.1	0	0	0	0	0	0	0	0	0
ENSG00000239694.1_4	0	0	0	0	0	0	0	0	0
ENSG00000153551.14_5	181	283	188	382	170	220	290	267	279
ENSG00000271328.1_4	0	0	0	0	0	0	0	0	0
ENSG00000236336.1_7	0	0	0	0	0	0	0	0	0
ENSG00000120068.7_6	0	0	0	0	0	0	0	0	0
ENSG00000266207.1	0	0	0	0	0	0	0	0	0
ENSG00000207762.1	0	0	0	0	0	0	0	0	0
ENSG00000228566.2_7	0	0	0	0	0	0	0	0	0
ENSG00000212269.1	0	0	0	0	0	0	0	0	0
ENSG00000254254.6_7	45	27	17	59	31	40	13	0	0
ENSG00000267328.1_6	0	0	0	0	0	0	2	0	0
ENSG00000250913.2_4	0	0	0	0	0	0	0	0	0
ENSG00000255215.1_2	0	0	0	0	0	0	0	0	0
ENSG00000279821.1_5	7	12	24	8	0	21	5	0	5
ENSG00000169976.7_4	7879	5963	5939	6195	4113	7145	6955	5415	7298
ENSG00000233082.1_6	0	0	0	0	0	0	0	0	0
ENSG00000239028.1	0	0	0	0	0	0	0	0	0
ENSG00000082014.16_6	205	230	71	271	80	139	244	234	76
ENSG00000241641.1_4	3	0	0	0	3	0	5	0	0
ENSG00000239923.2	0	0	0	0	0	0	0	0	0
ENSG00000263814.1	0	0	0	0	0	0	0	0	0
ENSG00000217576.7_8	41	34	24	17	0	48	14	35	31
ENSG00000272080.1	0	0	0	0	0	0	0	0	0
ENSG00000189011.9	16	0	19	35	0	25	28	52	21
ENSG00000177239.15_7	1743	1415	1428	1477	1061	1794	1445	688	1651
ENSG00000263909.1	6	3	0	4	0	4	0	2	0
ENSG00000278862.1_7	4	0	0	0	0	0	0	0	0
ENSG00000239649.3_4	0	0	0	0	0	0	0	0	0
ENSG00000160211.19_9	181	73	247	185	94	135	128	36	147
ENSG00000248362.1_7	0	0	0	0	0	0	0	0	0
ENSG00000105058.12_5	9773	9266	6999	11231	5435	10637	9681	9158	10307
ENSG00000127603.29_10	791	493	261	1105	603	875	546	1182	385
ENSG00000253435.1_3	0	0	0	0	0	0	0	0	0
ENSG00000224722.3_5	1	0	0	0	0	0	0	0	0
ENSG00000114573.10_5	985	820	666	1579	968	1377	692	2506	781
ENSG00000253647.1_8	0	0	0	0	0	0	0	0	0
ENSG00000232284.7_7	8	8	0	0	6	0	9	11	0
ENSG00000286218.2_4	0	0	0	0	0	0	0	0	0
ENSG00000101546.13_5	671	368	617	644	335	669	595	321	578
ENSG00000226846.2_6	0	0	0	0	0	0	0	0	0
ENSG00000234418.2_7	0	0	0	0	0	0	0	0	0
ENSG00000060749.15_5	91	80	29	265	69	149	65	194	102
ENSG00000222219.1	0	0	0	0	0	0	0	0	0
ENSG00000167333.13_7	121	107	134	204	93	97	163	192	86
ENSG00000077092.19_6	25	52	28	65	45	23	59	60	50
ENSG00000176584.18_6	0	0	0	0	0	0	0	0	0
ENSG00000239306.5_4	277	326	444	444	131	576	245	343	573
ENSG00000139219.19_7	0	0	0	0	0	0	4	0	0
ENSG00000198818.10_5	3107	3534	2099	3422	2442	3748	2968	3995	4245
ENSG00000161714.12_7	557	157	176	336	103	164	416	57	154
ENSG00000261367.1_6	0	0	0	0	0	0	0	0	0
ENSG00000264044.1_6	0	0	0	0	0	0	4	0	0
ENSG00000139323.14_6	90	85	105	197	65	89	110	185	102
ENSG00000253679.1_8	0	0	0	0	0	7	0	0	0
ENSG00000258559.2_9	0	1	0	0	0	0	4	0	0
ENSG00000106436.7_7	0	0	10	0	0	0	0	0	0
ENSG00000224184.6_6	8	11	9	21	12	3	0	8	6
ENSG00000255258.2_9	0	0	0	0	0	0	0	0	0
ENSG00000196498.13_9	213	197	107	137	196	143	221	100	139
ENSG00000266534.1	0	0	0	0	0	0	0	0	0
ENSG00000232983.2_6	0	0	0	0	0	0	0	0	0
ENSG00000250698.1_6	0	0	0	0	0	0	0	0	0
ENSG00000137343.18_7	149	188	173	219	236	138	110	195	121
ENSG00000206262.9_4	0	0	12	0	7	9	0	0	4
ENSG00000242431.2_6	0	0	0	0	0	0	0	0	0
ENSG00000222608.1_1	0	0	0	0	0	0	0	0	0
ENSG00000200680.1	0	0	0	0	0	0	0	0	0
ENSG00000224589.1_5	0	0	0	0	0	0	0	0	0
ENSG00000183765.22_8	360	643	340	748	444	581	298	1284	364
ENSG00000236136.1_4	0	0	0	0	0	0	3	0	0
ENSG00000224351.2_5	0	0	0	0	0	0	0	3	0
ENSG00000249163.3_7	0	0	0	0	0	0	0	0	0
ENSG00000228169.3_4	17	12	22	20	6	18	8	6	14
ENSG00000241811.2	0	0	0	0	0	0	0	0	0
ENSG00000249568.1_6	0	0	0	0	0	0	0	0	0
ENSG00000154920.14_5	320	212	286	432	220	589	175	318	415
ENSG00000122970.16_6	53	119	53	257	155	88	39	246	37
ENSG00000189180.16_4	291	272	199	356	204	302	230	611	270
ENSG00000237922.1_6	0	0	0	0	0	0	0	0	0
ENSG00000287942.1_2	0	0	0	0	0	0	0	0	0
ENSG00000227409.1_7	3	0	0	0	0	0	0	0	0
ENSG00000280440.1_6	0	4	0	0	0	0	0	0	0
ENSG00000227713.2_8	0	0	0	0	0	0	0	0	0
ENSG00000105701.16_9	138	74	270	99	63	107	109	17	114
ENSG00000138326.21_9	28085	18784	21730	27983	13059	26246	24383	16362	28339
ENSG00000227809.2_7	0	0	0	0	0	0	0	0	0
ENSG00000250254.2_8	0	0	0	0	0	0	0	0	0
